opinion,user_description,review
Opinión sobre BBVA,"Era cliente de CC y debido a su fusión ahora lo soy de BBVA... es un timo porque su servicio al cliente es nefasto... porque comunicarme con la oficina es imposible debido a su poco personal, y luego para solucionar cualquier cosa se tarda un siglo. Cometí el error en una fecha al meter un cheque via internet, y llevo una semana para que anulen ese cheque y poder ingresarlo correctamente.No me gusta ni la web, ni como trabajan ni nada de este p.banco. Catalunya Caixa les daba mil vueltas..",3.0
Opinión sobre BBVA,jamas atienden el telefono,1.0
Opinión sobre BBVA,"Servicio atención al cliente no funciona, esperan que te canses y luego no hay forma de hablar con nadie para comprobar las grabaciones, es un abuso de poder en el que pactan unas comisiones y luego añaden más sin avisar y sin posibilidad de cambiarte de banco.
No lo recomiendo a nadie, ni a mis peores enemigos.",1.0
Opinión sobre Oficina 1037 en Barcelona,Te prometen una cosa y hacen lo contrario,1.0
Opinión sobre Oficina 0883 en Illescas,"Comisiones por todo, si intentas llevarte el fondo a otro sito lo rechazan, son una **** que se dedican a **** al cliente. El peor banco.
",5.0
Opinión sobre BBVA,"Una  hora llamando por telefono, facilitado por otra oficina, corroborado en internet
y me cuelgan de manera deliberada. todo por un error suyo del que tienen noticia de sus oficinas centrales de Madrid a traves de un correo.Lamentable trato.
",1.0
Opinión sobre BBVA,"por que no cogen el tfono, y me deben la clausula suelo",1.0
Opinión sobre BBVA,"No soy cliente. Pero en diferentes oficinas siempre un trato nefasto. Cuando pregunte por la hipoteca me despacharon en 3 min escribiéndolo en un papel con desgana. Como si por ser joven o ir en chándal no se creyesen lo que cobraba o iba a aportar como anticipo a la vivienda. Luego cuando he ido a pagar algún recibo, después de hacer cola, preguntarme si soy cliente y al decirle que no decirme que espere y atender a los de detrás. Por no decir q actualmente solo puedes pagar 2 días al mes...",4.0
Opinión sobre BBVA,"Es el peor servicio de atención al cliente que me he encontrado en mucho tiempo. Es lo más mediocre y nefasto, no hacen ni caso a sus clientes les da lo mismo, son unos sin ****. Si estáis pensando abrir una cuenta en este banco pensároslo bien antes de arrepentiros, solo tenéis q ver los comentarios ",1.0
Opinión sobre Oficina 5910 en L'eliana,"contrate un seguro vivienda  con anexos garages patio cochera despuesn de un ****
me mananda una carta que no tengo anexos en el contrato pone que si con 9000 euros aora me piden la escritura me llamarian en una semana aun esperando pero cobrar si cobran 275 euros de momento di debaja un seguro de autonomos que me costaba casi 600 euros  y me quedan tres pero los sacare los tres no se lo aconsejo a nadie como banco para mi **** muy buenos pero como seguros es lo peor del mercado
",3.0
Opinión sobre BBVA,excelente atencion y trato personal,5.0
Opinión sobre BBVA,"**** a los clientes  y además la **** es una déspota de cuidado! Me han tratado nefastamente no, lo siguiente!!
Q a nadie se le ocurra hacerse de este banco y menos de esta sucursal!",5.0
Opinión sobre Hipoteca BBVA,"tengo la gran suerte de encontrar trabajo aunque sea fijo discontinuo y cobrando por dos parte por nomina y prestacion me **** al final de este año 157 euros,todo domiciliado con ellos cliente de mas de diez años y porque cobro al mes 400 por mi trabajo y 295 por desempleo no vale o es un desempleo de 300 o una nomina de 600,no se suman,me siento robada literalmente ",5.0
Opinión sobre Oficina 1554 en Sant Fruitós de Bages,"porque es un banco que es un asco para tramitar prestamos y luego cobran excesivamente y no lo explican ya cuando uno hizo el tramite le salen que cobro de esto el otro y el otro etc, estuve tres dias tramitando un credito que ellos me ofrecicieron ni siquiera lo solicité, me hicieron esperar horas (cinco) diarias para que el último me dijeran que había un problema y que podría ser autorizado o no, pero tiene un pésimo servicio de personal, me molesté tanto que cancele la cuenta q",5.0
Opinión sobre BBVA,"BBVA esta abusando a sus clientes de pagar muchas comisiones y intereses y fuera de lo q esta en el contrato  ( te cambias tu nomina en nuestro banco sino nos seguimos ****) . mi nota para este banco 0,01% ",5.0
Opinión sobre BBVA,"se lo merecen por el cambio que han tenido y han demostrado una gran profesionalidad 
mi cordial enhorabuena 
",1.0
Opinión sobre BBVA,"No puede ser más pesimo el servicio de atención al Cliente, el peor que me he encontrado. Para resolver un problema tuve que llamar como 10 veces a un teléfono que no es gratuito. Las personas que supuestamente están para ayudarte la gran mayoría no tienen ni idea o no quieren hacer su trabajo, en vez de ayudarte a resolver el problema más bien te lo crean, impresionante que un banco pueda dar ese servicio. So No lo recomiendo, desde luego voy a quitar mi cuenta de este banco.",1.0
Opinión sobre BBVA,Incompetencia total. No se lo recomiendo ni a mi peor enemigo.,1.0
Opinión sobre Oficina 5910 en L'eliana,me cambiaron todas las condiciones contractuales sin consulta ni aviso alguno,1.0
Opinión sobre BBVA,"Estaba en Uno-e y este ha sido fusionado al BBVA. Sin darme cuenta me  pasan el pago ddcla tarjeta de crédito y me faltan unos 40 euros. Me envían notificaciones de todo tipo por la fusión pero ninguna del descubierto en la cuenta, teniendo otra de ahorro también en el BBVA con mil euros. Me penalizan con 35 e.por no tener ese servicio de notificaciones, que otros como ING lo tienen. Evidentemente, no los he pagado. Son ****...no caigais en la trampa, BBVA=****. Iros a ing.",5.0
Opinión sobre Cuenta Online Sin Comisiones,Incompetencia total,5.0
Opinión sobre BBVA,"Resulta que solicitó un límite de descubierto, al mes siguiente voy a renovarlo, y cuál es mi sorpresa que me dice la directora que lo han quitado, porque estando en refinanciacion no se puede.... llamó a bbva 24 horas y me dicen que eso es imposible, que los únicos que ponen o quitan los límites de descubierto son las propias oficinas....  Conclusión, primero nos ponen la miel, luego nos la quitan y ahora dejan que te mueras de hambre.... por cierto La Oficina es la 1256
Un saludo y porque no..",1.0
Opinión sobre BBVA,"Sin complicaciones, web intuitiva. No fui capaz de darme de alta en openbank, todo eran complicaciones, probé en BBVA y todo fue rápido.

No cobran por nada.",1.0
Opinión sobre BBVA,Son unos prepotentes despues de trabajar 10 años con ellos voy a pedir un préstamo para arreglar mi vivienda y no es que me traten mal sino lo siguiente ahora para ingresar la nomina y cobrarse los seguros y las comosiones son unicos en definitiva unos prepotentes y sinvergüenzas asi k para recoger la nomina culquier banco m sirve hasta nunca ,1.0
Opinión sobre Oficina 1432 en Alburquerque,"Hace unos días fui a la sucursal 6552 situada **** en VALLADOLID para abrir una cuenta. El hombre que estaba en caja me pidió que esperara a que saliera del despacho el que supongo es el director de la sucursal, el cual me atendió de pie en medio de la oficina y tras decirle que la cuenta era en principio para poder hacer pagos me informó de que en ese caso tendría que pagar una comisión a lo que le pegunté a cuánto ascendía y tras decírmelo y no mostrar mucho interés por su parte me disuadió de abrirla en ese momento al decirme que era mejor la abrir la cuenta en internet. Por supuesto que no he abierto dicha cuenta si no que con las mismas me fui a la sucursal de Bankia que se encuentra a unos metros de distancia donde pude resolver las gestiones sin ningún problema por su parte.
Cuando acudo a una entidad bancaria en concreto es porque a pesar de todo aún confío en ellos. Si voy en persona y no hago los trámites vía telemática es porque prefiero el trato personal  a pesar de los beneficios y ventajas de hacerlo vía internet y porque soy de las personas que piensan que la tendencia  a realizar operaciones  y trámites vía internet hará que un futuro cada vez más cercano nos hagan creer que sobran puestos de trabajo.
",1.0
Opinión sobre Oficina 1432 en Alburquerque,"mala atencion.hoy pase con mi hija,a esta oficina que esta en mare deu de bellvitge en hospitalet (BCN) para realizar una operacion en esta oficina de los c..estaba en la cola a la espera que sea atendido.resulta que llega otro chico que ya lo avian atendido,y lo que me suelta el hombre,que me espere un momento que no tardara con esta persona.le digo que yo tengo prisa,(ni caso)luego su compañera despotament me dice q espere en otro sitio.al final me fui x q me puse de los nervios.",4.0
"Opinión sobre Oficina 5485 en Roca Del Valles, La",Profesionales ,1.0
Opinión sobre BBVA,El personal muy amable,1.0
Opinión sobre Oficina 4290 en Mijas,"No contestan NUNCA al teléfono, es imposible contactar con ellos!!!",1.0
Opinión sobre BBVA,"Impossible hacer ningú na consulta. Accedier a su pàgina es casi impossible, falla muchisimo no entiendo que vayan de expertos ofreciendo servicios de pago con el Movil y otros",1.0
Opinión sobre BBVA,"al cervical telefónico es un desastre en dos días llamando y cuando lo cogen te dicen te paso a tal......y te quedas esperando .....nadie se pone y te cuelgan .Vuelta a llamar, e igual dos días te comen hablas con Blas y si si si un momento te paso es que estoy muy liado e igual nadie........esperas , se corta ",1.0
Opinión sobre BBVA,"Totalmente **** con ellos, son un atajo de ****. Estoy intentando rescatar el plan de pensiones por estar parada y enferma, pendiente de una operación y no me lo dan la escusa es que no vale el certificado del paro dice que tiene que ir sellado. Cuando lo ha certificado la misma inem . Cuidado con los planes de pensiones no lo pagan nunca  . Y más con el que se encuentra en huelin malaga",3.0
Opinión sobre BBVA,"Hola, escribo esta opinión desde la ira y la mas absoluta impotencia por la gran desigualdad que existe entre los bancos y los clientes que estamos en total desventaja. Mi caso es que en mayo solicite cancelar una cuenta nomina y me cobraron 250€ por una sanción por una promoción de una TV, lo pague de ingenuo y solicite que me enseñaran el contrato porque estoy seguro de que cumplí con el plazo que me pedían (2 años y estuve casi 4), me dijeron que habían perdido el contrato y que ajo y agua.",1.0
Opinión sobre Préstamo personal online BBVA,"hace un año que me cambie a BBVA y no he tenido ningun problema con ellos, ni una queja",1.0
Opinión sobre BBVA,Soy antigua cliente de Catalunya Caixa y todavía estoy esperando a que me llegue la tarjeta nueva ,1.0
Opinión sobre Oficina 9503 en Valencia,lo pedi para pagarme un coche y no pago mucho al mes!,1.0
Opinión sobre BBVA,"desde agosto estoy intentando recuperar un plan de pensiones y no hay manera.
en septiembre presente todos los documento solicitados.
el 13 de octubre al no tener noticias llamo y me dicen que se habia traspapelado mi documentacion pero que en 15 dias empezaria a cobrar
hoy 17 de noviembre y despues de inumerables llamadas me dicen que se les ha vuelto a traspapelar y que tengo que ir por tercera vez a la oficina a firmar
sin palabras",1.0
Opinión sobre BBVA,NO COGEN EL TFNO NUNCA,1.0
Opinión sobre BBVA,"¿Por qué creo que es un timo? No un timo no, son unos impresentables y mal educados, te tratan de **** cuando lo son ellos, me refiero en esta ocasión a la oficina de Santo Domingo de la Calzada (La Rioja). Hoy he ido a cobrar unos cheques a nombre de mi marido, firmados por él, incluso diciendo de donde provenían y no me los han aceptado porque no tenía cuenta y no me conocían. Desagardables, y encima amenazando con cobrar comision por no tener cuenta.  Empleados incompetentes y desagradables",1.0
Opinión sobre Préstamo personal online BBVA,LLevo varios años con ellos y realmente bien. todo por recomendación de un compañero de trabajo,1.0
Opinión sobre BBVA,"En referencia oficinaBBVA de Santomera(Murcia).Mal servicio en general.Al cancelar cuenta,indican que no es posible porque aparece operación de tarjeta,inexistente por mi parte ya que dejé de utilizarla hace tiempo.Me obligan a firmar documento con prisa y sin explicar sobre el cargo.Tras solventar la incidencia,procedo a cancelarla(siendo cuenta sin comisiones)me cobraron al cancelar.No ayudan cliente que tiene dificultad con gestiones de cajero.Yo he tenido que ayudar a veces mientras esperaba",1.0
Opinión sobre Oficina 3272 en Punta Umbría,"lo del seguro es una movida, porke me obligaron a pillarlo basicamente sino n0 ke daban el kredito
pero bueno las condiciones bastante bien",1.0
Opinión sobre BBVA,"BBVA ha perdido la ética, las formas y el sentido común. Tienen muy poco respeto y consideración a sus clientes. Para cobrar comisiones, intimidan a sus clientes a través de ESCO EXPANSION y para ello les facilita los números de sus teléfonos fijo y móviles. 
DELEZNABLE !!! Mucho cuidado con BBVA !!!",3.0
Opinión sobre Oficina 6511 en Valencia,"no tiene o no cojen el telefono
",1.0
Opinión sobre BBVA,"pfff esta entidad son muy mala gente....Solicitamos hipoteca, nos dan esperanzas diciéndonos que lo mas seguro que si y después de tasar el piso nos dicen que no. PERO NO OS LO PERDAIS, conocemos el vendedor y sabemos que fueron con el a tasar el piso pero LA SEÑORA DIRECTORA dice que esa tasación no existe. Encima no nos dan ningún tipo de información porque casualmente la chica esta una semana de vacaciones y nosotros con las arras firmadas.....menos mal del banco Sabadell que nos lo soluciona",1.0
Opinión sobre Préstamo personal online BBVA,No hay gente bastante para atender. No te cogen nunca el tlf. Hay que hacer desesperante cola hasta para el cajero,1.0
Opinión sobre Oficina 1465 en Arcos de la Frontera,"Ven a la oficina de clientes con un tiempo de espera Fede
Más de una hora en al oficina de clientes del banco un desastre!",1.0
Opinión sobre BBVA,"me salio un poco caro, pero lo necesitaba y no me fiaba mucho de las empresas estas de la tele",1.0
Opinión sobre Oficina 1001 en Barcelona,Son muy buenos,1.0
Opinión sobre BBVA,"Cobra absolutamente por todo, y más (como el papel del correo postal, entre otros). Falta profesionalidad (he estado en varias sucursales como cuenta principal). Lo que ofrecen suele estar por la media o por lo bajo a otras entidades, nada especial. Cajeros sin, apenas, acuerdos con entidades online, y tarjeta sin muy buen acuerdo en otros cajeros (pueden cobrar 3,5€ por sacar 20 euritos). Comisiones elevadas y duplicadas (""legalmente"" claro). En fin, una joya.",1.0
Opinión sobre BBVA,no respetan los acuerdos,1.0
Opinión sobre BBVA,"Desde la fusión,todo ha cambiado, cx era más confiable, no tienen nada que ver, llevo 15 días intentando que me atiendan y el director de mi sucursal me dice que esta haciendo unos cursitos y que no tiene tiempo para usuarios normales,solo para empresas, es el de **** la verdad una vergüenza!!! En cuanto antes me cambio a otro banco!!!",3.0
Opinión sobre BBVA,Yo también era de cx y era todo perfecto hasta que se fusionó con bbva. Me siento robada. Me han cobrado un seguro hogar a mi cuenta que desfe hace cuatro años no es mío.  Hago la reclamación el 2 de octubre devuelvo el recibo y aún no me han ingresado mi dinero. En el 902... no te dan solución. Vamos un desastre.,1.0
Opinión sobre BBVA,"Creo que hay opciones mejores para pedir créditos como Bigabank, Cofidis o Ctelem, están más acostumbrados a tratar las operaciones con más rapidez y sin exigencias de contratar productos adicionales. Con Cofidis el problema es que tienes que firmar el contrato a mano y enviarlo por mensajería, en el caso de Cetelem tu Bigbank es mejor porque tienen firma digital. Espero que os sirva.",1.0
Opinión sobre Hipoteca BBVA Vivienda,"Llevan 2 meses gestionando la testamentaria de mi padre y aun estan las cuentas bloqueadas y sin una resolucion clara. Segun dicen les falta documentacion. Lo tienen todo enviado desde la gestoria que lo lleva y no se aclaran. Ademas me obligan a abrir una cuenta en su Banco si o si. Tomadura de pelo total, ineficacia e inutilidad del personal.",1.0
Opinión sobre Oficina 1238 en Tarragona,Muy lentos,5.0
Opinión sobre Hipoteca BBVA Vivienda,"teniendo un problema con subida de tension de iberdrola, me dicen que como se hace responsable iberdrola, ellos se lavan las manos.
Tras mucho insistir y quejarme, una operadora del seguro me pide le mande por mail todas las facturas y cartas de Iberdrola reconociendo el fallo suyo y el pago de parte de las reparaciones.
Mi sorpresa es que 2 dias despues me llama otra diciendome que para que he mandado esaa documentacion.
Un año despues sigo peleando con el seguro e iberdrola pero por mi cuenta.",3.0
Opinión sobre BBVA,"No cogen el teléfono.
Ni medios para comunicar con ellos",1.0
Opinión sobre BBVA,Un timo. No es 100%. Ni siquiera aportando los gastos.,1.0
Opinión sobre BBVA,"una verguenza, un cliente con mas de 40 años de fidelidad a este banco y teniendo una importante catidad de dinero gestionado por este banco, para hablar con un responsable de inversiones, tiene que llamar a un 902, y nunca te aclaran tu reclamacion, es como una respuesta automatica",1.0
Opinión sobre Tarjeta A Tu Ritmo,"Desatienden totalmente al usuario. No contestan al teléfono, ni siquiera en el 902 te saben dar una respuesta. No hay personal en las oficinas. Colas enormes, creen que con un cajero es suficiente.
En cuanto pueda saco todo mi dinero y intentaré convencer a todo el que quiera escuchar para que haga lo mismo.",5.0
Opinión sobre BBVA,"Genial. Un banco serio, coherente y responsable. Te resuelven los problemas en 24/48 horas. Lo malo es el poco personal que tienen",1.0
Opinión sobre BBVA,"Esta tarjeta es un timo ****
Llevo 9 años pagando 65 euros por 2500  
Cuando me caducó una visa oro que tenía me enviaron esta, era del mismo color dorado y yo pensé que era la oro y la usé igual. cuando me di cuenta por que vi cargos de 60 euros todos los meses (todavía no se quien puso esa cantidad) ya había gastado 2500 y la deje de usar y lo estoy pagando todavía ",3.0
Opinión sobre BBVA,"Porque verdaderamente es un DESASTRE. No funciona la web, no funcionan en sus oficinas...",5.0
Opinión sobre Oficina 5876 en Málaga,"Porque llevo un mes intentando arreglar una herencia después de entregar toda la documentación que me pedían xq mi padre pertenecia Cataluña Caixa hoy dia 7/10/2016 ME DICEN QUE TENGO QUE VOLVER A LLEVARLO ES UNA VERGUEZA XQ AHORA LO TIENE QUE BERIFICAR EL BBVA (LO PONGO EN GRANDE PARA QUE LO VEAN BIEN).Luego para colmo les tengo que pagar 80 euros por la gestión de mis papeles que son mios,y encima me ofrecen si quiero ser cliente no se si se **** de mi.",1.0
Opinión sobre BBVA,"Yo era de Catalunya Caixa, un verdadero paso hacia atrás. Se ha convertido en el banco fantasma, las oficinas no atienden el teléfono, el personal es 0 cualificado, no dan respuestas ni soluciones. Llevo desde la fusión teniendo que realizar pagos manualmente a mis proveedores porque BBVA no da respuesta a los problemas. En resumen para una cuenta de casa y dos facturas igual vale, para llevar empresas les va grande.",1.0
Opinión sobre BBVA,"Atención, trato personalizado, me hacen las gestiones también por teléfono y siempre me han dado todo lo que he pedido. No cambiaría, me va muy bien. Y me quedo tranquila de estar en una entidad sólida y fuerte",1.0
Opinión sobre BBVA,Atencion personal pésima banco para muy ricos,1.0
Opinión sobre BBVA,"para poder hacer una transferencia me tengo que bajar un programa android!!! horribleee, lo peor de lo peor de lo peor. Farragoso y absurdo.",5.0
Opinión sobre Hipoteca BBVA Vivienda,"Yo era de Catalunya Caixa desde la fusión no he podido acceder a mi cuenta, llevo más de una semana intentando acceder a mi dinero y no hay manera, 

He pedido un gestor urgente, y ni me adjudican gestor ni me hacen caso. Me siento totalmente desatendida , 

Han perdido mi confianza, en cuanto pueda saco todo mi dinero.",1.0
Opinión sobre BBVA,"Llevo 45 minutos llamando a mi sucursal en Plaza Weyler, Tenerife y no lo cogen ni pa dios. ",3.0
Opinión sobre Préstamo personal online BBVA,"No es 100%
",3.0
"Opinión sobre Oficina 2742 en Galletas, Las","Yo no soy clienta del bbva, pero desde luego nunca lo seré, en ocasiones usaba sus cageros para pagar recibos, pero ni para eso sirven, hoy el cajero se ha tragado mi dinero y ponia fuera de servicio, la contestacion del operador que me ha atendido ha sido que revisarán el cajero y ya se pondrán en contacto conmigo, que puede tardar hasta una semana y todo esto en una llamada de 15 minutos a un 902 en el que han aprobechado para venderme sus productos",1.0
Opinión sobre BBVA,"Se ha olvidado del seguro de proteción de pagos que te OBLIGAN a contratar y que vale una fortuna, y que en realidad no es legal ni sirve para nada.",5.0
Opinión sobre BBVA,"NADIE CONTESTA NÜNCA A ESTE NUMERO !!
",1.0
Opinión sobre BBVA,Un mes con la casa inundada y ni me Cohen el teléfono ,1.0
Opinión sobre BBVA,porque ni se disgan a contestarte tus dudas o problemas . AVOID,1.0
Opinión sobre BBVA,"mala operativa y funcionalidad , la peor de todos los banco ",3.0
Opinión sobre Oficina 1737 en A Coruña,BBVA es un desastre no funcion nada. No contstan la telefono y cuando lo hacen solo te marean. Este banco se va al carajo!!,1.0
Opinión sobre Tarjeta A Tu Ritmo,"BBVA-Seguro de Hogar en Bilbao, es el seguro inseguro, en la entidad que lo has contradado no quieren saber nada y la perito ni contesta, por lo tanto date por...",5.0
Opinión sobre Cuenta Online Sin Comisiones,Es amable y atiende bien a los crientes ,1.0
Opinión sobre BBVA,"Es un **** un timo peor que los trileros estoy arrepentido de no haberme informado
adecuadamente   no la recomiendo",5.0
Opinión sobre BBVA,"Están muy desarrollados en cuanto a capacidades tecnológicas en el móvil, y lo de encender y apagar las tarjetas es super útil.
Aparte poder sacar dinero en el cajero sin la tarjeta, sólo con el móvil, hace que no dependas de llevarla encima si llevas el teléfono, así que contento con ellos.",1.0
Opinión sobre BBVA,"Me parece una vergüenza el trato que he recibido en la ofina **** en bilbao..un señor alto..con gafas..pelo canoso..lo describo por si hay suerte y lo despiden...porque me parece increible que esa persona este de cara al publico...malas contextaciones..malas caras...sin ga
nas de trabajar ...yo personalmente me voy a ir a  otro banco y ojala que lo haga mas gente..para que los jefes de arriba empiecen a mirar a quien tienen contratados...porque de verdad..lo de hoy a sido...nefasto!",1.0
Opinión sobre BBVA,ME PASO EL DIA LLAMANDO POR TLF A LA OFICINA DEL BBVA EN TORREBLANCA CASTELLON Y NADIE NUNCA CONTESTA.,1.0
Opinión sobre BBVA,Voy a sacar dinero a un cajero y por error tecleo donde no debía..y sigo dando a continuar esperando mi dinero..y ello me lleva a dar un extracto donde refleja que me han concedido un préstamo...me quede muerta..pues ahora para anularlo todo son problemas..y además de que me lo ingresan en mi cuenta sin autorización...ya me desquitan todos los intereses de los gastos....y eso que no tengo un euro....vaya robo......aun estoy esperando que me devuelvan mi dinero y se lleven su préstamo ,1.0
Opinión sobre Oficina 6644 en Vilaboa,"Despues q te crujen con todo tipo de intereses tambien hay q pagar comisiones en los cajeros,no puede ser q te vayas de vacaciones y la costa no hay cajeros de BBVA estoy hablando de la herradura malaga,pero si cuando buscas cajeros cercanos te dan todo tipo de opciones cobrando,unos caras duras,encima me cobran mas de 100€ de intereses al ano por tener muchos movimientos,unos ****
",1.0
Opinión sobre Cuenta Pensión,"Estoy negra de poco q cobro y encima ellos te cobran hasta por mirar el el cajero.
Fuy a la sucursal para ver de q me habian cobrado 90€ de mantenimiento y me dicen q es por los movimientos q ago q me los cobran a0,60ctms cada vez q miro el saldo o saco dinero , y por mantenimientos de la cuenta me dicen q esto es asin ya   no cumplo los requisitos  pero no se qedan conforme q dias despues me cobran 52€ mas por las tael mantenimiento de las tarjetas osea q me cobra150 por 6meses.",1.0
Opinión sobre Oficina 4012 en Madrid,eltrato porparte del  emolrado tino escelente,1.0
Opinión sobre BBVA,"Es el único banco que he encontrado que no me cobra nada, por tener domiciliado solamente suicidio de 420 €",1.0
Opinión sobre BBVA,"Primero:
 No funciona el fax en algunos anuncios ponen el **** y en otro ponen no disponible. Con lo cual no se puede acceder
Segundo:
    El numero de teléfono **** no funciona. Intencionadamente te dirijen a un 902 a los efectos de mantenerte en línea mas de media hora. Algo que debe estar estar prohibido. Llevo días intentando hablar desde el exterior con la agencia 4012
  Tercero:
     A los email no se les contesta te dicen que ha pasado a la carpeta spam BBVA no es lo de antes
 ",5.0
Opinión sobre Oficina 6408 en Meco,Yo no tengo cuenta en el BBVA pero ahora con lo que me a pasado jamás lo seré e pedido información para hacer un ingreso en el cajero y me lo a a dicho deprisa pero a mi no me salía le e pedido ayuda no me la a dado y eso que no había nadie para atender al final después de estar probando media hora por una por hacerlo como estaba el número de cuenta por los espacios no me salía que facil  darme esa información con desagrado y mal educado me a pasado el la calle major de salt provincia de girona ,1.0
Opinión sobre Oficina 0559 en Xirivella,engañan en todo!!! seguros abusivos d 25 años  luego no t cubren nada...en la oficina s desentienden d tdo,5.0
Opinión sobre Oficina 0559 en Xirivella,"Servicio y atención al publico lamentable.
No han sabido ingresar un cheque.
""Vuelve otro día"" me han dicho, como si tuviese todo el tiempo y disponibilidad para estar allí.",1.0
Opinión sobre BBVA,Llevo mas de dos horas llamando para hacer una consulta y no me coge nadie el telefono. Muy bien por el BBVA,3.0
Opinión sobre BBVA,"El personal es correcto, pero las tramitaciones son lentas y no carentes de algun problema cada vez que he ido a gestionar algo.",1.0
Opinión sobre Oficina 4136 en San Pedro Alcantara,"En 4 años dos partes siniestro y se desentendieron de los dos con excusas absurdas.
Unos ****.",1.0
Opinión sobre Oficina 7683 en Marbella,"Cuidado
Bloquean las tarjetas sin avisar, para que cambies de tarjeta a la que ellos quieran que lleves.",1.0
Opinión sobre BBVA,PESIMO,1.0
Opinión sobre BBVA,llevo 40 minutos llamando al BBVA de la avenida ramón y cajal y no me han cogido el teléfono yo pienso que el personal que trabaja en esta suscusal  llevan muchos años y están cansados y de mala gana seria muy bueno una renovación de personal lo están pidiendo todo el mundo hay muy malas caras en ellos el que lo escribe conoce muy al banco llevo toda la vida siendo cliente del banco ponga remedio los clientes están muy molesto anónimo ,1.0
Opinión sobre Oficina 2970 en Guardo,"Llevaba toda la vida en BBVA, pero ahora que tuve que hacer una hipoteca en otro banco, ya que en el BBVA me salía peor. Cancelo la hipoteca en el BBVA, he iba a cancelar  también la cartilla, pero me dijo la chica que esperase por si quedaba algún gasto pendiente de la liquidación de la hipoteca. Al mes siguiente, desde otra ciudad donde vivo ahora, voy a cancelar la cartilla y me quitan 36,80 €, en concepto de gastos y comisiones y me dicen que es por cancelar la cartilla. MENUDOS TIMADORES",1.0
Opinión sobre BBVA,"Tenemos aprobada una hip. variable. Pero nos quieren obligar a contratar los seguros en prima única financiada, encima eso se hace aparte de la escritura hipotecaria, se niega el director del banco a darnos la oferta vinculante si no contratamos los seguros, apesar de que esta práctica esta prohibida y se considera abusiva. En su web, bbva dice claramente que el cliente puede elegir si quiere los seguros o no. Nos dijo el muy cínico, que el banco ya no gana dinero con hipotecas por eso las PUF. ",1.0
Opinión sobre Cuenta Online Sin Comisiones,Personal muy atento y amable. El director explica todo y no deja ninguna vinculación sin repasar para que luego no tengamos sorpresas. El único pero es lo fea de la oficina,1.0
Opinión sobre Cuenta Online Sin Comisiones,"Pésimo funcionamiento, el seguro de hogar fatal, 7 meses hasta que me han venido a reparar una averia, he dado orden de hacer una transferencia un dia determinado y me la hacen cuando a ellos les da la gana, y el servicio telefónico tanto como el personal en determinadas oficinas es de pena. Vamos que no recomiendo el BBVA a nadie, yo me voy a cambiar a ING me hablan maravillas de el.",1.0
Opinión sobre Cuenta Online Sin Comisiones,Por que en las tarjetas no especifica si tiene penalizacion si la usas muy poco,1.0
Opinión sobre Préstamo personal online BBVA,Por las ventajas,3.0
Opinión sobre BBVA,Una vez abierta todo son ventajas no cobra la tarjetá de débito no cobra transferencias no tiene comisiones de nada .tiene las mejores aplicaciones de banca del mercado como wallet y no tiene saldo medio.,1.0
Opinión sobre Cuenta Online Sin Comisiones,"buen tipo de interés , rapidez en las gestiones y la confianza de un gran Banco como BBVA, tras tanto crecimiento de chiringuitos varios",1.0
Opinión sobre Hipoteca Fija,"Muy contento con la cuenta online de bbva y con el plan conecta que sacaron a finales del año pasado. Solo por ingresar 600 euros cada mes (y sacarlos al día siguiente) tengo una cuenta gratis, no me cobran por la tarjeta de débito, puedo usar sus cajeros, que son de los mejores que hay, y me regalaron unas gafas de sol. Y encima me regalan 20 euros cada mes durante 12 meses (en total 240 euros por la cara). No sé si a los de bbva les habrá salido rentable lo del plan conecta, pero a mí desde luego que sí. Igualmente, ahora que los estoy probando y que no me cobran comisiones y tampoco me obligan a domiciliar la nómina, es probable que cuando termine la promoción si todo sigue igual siga con bbva, me están convenciendo.",1.0
Opinión sobre BBVA,"De lo mejorcito que hay en el mercado. Sin comisiones, con la tarjeta gratis y sin llevar la nómina ni nada. Bravo por BBVA, que aprendan los de la Caixa",1.0
Opinión sobre BBVA,La cantidad y calidad de los productos accesorios a contratar es exagerada,1.0
Opinión sobre Oficina 3391 en Granada,"¿Que pasa con el siniestro  que tienen Vds. por abonar correspondiente a la poliza ****?, lo han visto 2 fontanes y la  1 perito. expedite ****.
Se ha reclamado en varias ocasiones. No pense nunca que tendrían tan poca ética.
Contratar un seguro de hogar BBVA, es no tener nada.",1.0
Opinión sobre Hipoteca Fija,"Cuando abres una cuenta no te comunican te cobraran las tarjetas el dia cinco de cada mes lo que gastas, o que sacaras 40 o 100 euros  no lo que tu quieras o no te enviaran los recibos ,o te bloquean la tarjeta con excusas absurdas quedandote colgado parece que en este banco en vez de servite ellos se sirven de ti maldito dia me hice cliente para fiarte de ellos tu firmas fiandote pero no te dicen como funcionan a y te ponen un 902 para llamar la ley hobliga a una linea 900 muy decepcionado MAL",1.0
Opinión sobre Cuenta Online Sin Comisiones,"nunca cogen el telefono, les pides algo y lo hacen a m edias completamente, no es la primera vez que me dejan tirado.",1.0
Opinión sobre Tarjeta A Tu Ritmo,"Te permite tener controlado la cuota todos los meses, sabiendo seguro lo que vas a pagar hoy, el mes que viene, y dentro de 5 ó 10 años",1.0
