score,comentario,opinion
1.0,"Problemas con la ECard surrealistas. Difíciles de creer. Me faltan unos 290€ en el saldo, fácil de comprobar solo con mirar los movimientos de carga y pagos realizados (sin descargas); pues ya llevo una semana y 3 llamadas telefónicas para solventar esta incidencia, que reconocen que existe, pero que achacan a ""es que la eCard tarda días en actualizarse"", pero ¿actualizar el qué?, si no hay ningún pago que actualizar!!!. Fatal la eCard y fatal la gestión del problema.",Opinión sobre Openbank
1.0,No me admitieron mi pensión de 392 euros.,Opinión sobre Cuenta Nómina Open
3.0,"Por ahora todo correcto. Lo que dicen en la publicidad lo están cumpliendo. Abri una cuenta, todo online, sin problemas. Uilizo sin coste ni comisión, una cuenta corriente, una tarjeta debito virtual y una debito clasica. No tengo nada malo que añadir.",Opinión sobre Openbank
1.0,"La peor decisión que pude tomar.Después de dos meses para conseguir que nos diesen de alta nos ha dado tiempo a cambiarnos de domicilio y todo, pues bien, ahora no podemos cambiar el domicilio para el envío de claves, sin las cuáles no podemos ANULAR la cuenta.Vas a su oficina de Castellana y te atienden con la peor cara posible porque ni siquiera te miran y te invitan a marcharte lo antes posible.Si estáis a tiempo no recomiendo abrir cuenta con ellos en absoluto.",Opinión sobre Openbank
1.0,no dan a nadie sus hipotecas. son hipotecas fantasma,Opinión sobre Hipoteca Open Variable
1.0,"Una **** de banco desde agosto del año pasado intentando que solucionen un disponible ficticio que hay en mi tarjeta, no puedo visualizar nunca cuánto es en realidad y si saco mis propias cuentas siempre me están **** dinero",Opinión sobre Openbank
1.0,"Intenté darme de baja y me obligaron a dejar un saldo pequeñito y ahora me taladran con cartas chorras, con saldos minimos y con notificaciones de ley de protección de datos y vasion de capitales. me tienen hasta los C...…..",Opinión sobre Openbank
1.0,"Pesimo, la falta de seriedad es increíble, reenvie toda la documentacion requerida en varias ocasiones e hice el ingreso y despues de un mes en constantes llamadas y comunicacion con ellos semanalmente, nunca activaton mi cuenta. No lo recomiendo.",Opinión sobre Openbank
1.0,"Gestión y atención al cliente nefastas. Llevo 2 semanas enteras tras ellos para modificar el domicilio asociado a mi cuenta para el envío de nuevas claves (supercomplejo). No sólo son incapaces sino que me obligan a tener que llamar por tlf cada día, durante 2 semanas enteras, no son capaces de tener el detalle de llamarme ellos cuando ya esté tramitado. Mañana doy de baja la cuenta, aunque tenga que ir a la única oficina que tienen (lo de las gestiones en oficinas del Santander es mentira).",Opinión sobre Openbank
4.0,"Está bastante bien. Obtuve los 150€ por permanecer los 12 meses. Tiene alguna promoción que puede interesar, y es fácil cumplir las condiciones que piden. La web y la app se manejan bien.",Opinión sobre Cuenta Corriente Open
1.0,"Pésimo. Tengo mi cuenta y como no me ha llegado la clave de firma no puedo ni activar mi tarjeta de débito ni sacar dinero, y ya llevo esperando más de 12 días para que me llegue. Cuando llamó por teléfono me tienen siempre más de 20 minutos y no me solucionan nada. Penoso.",Opinión sobre Openbank
1.0,Te atraen con promociones pero luego como te pases una hora en un ingreso o tal te quedas sin promoción. Además en cada llamada te tiras 10 minutos dando datos para contactar. No la recomiendo para nada.,Opinión sobre Openbank
1.0,No merecen ninguna eatrea . Todo es ****. Te dicen que si abres una cuebra con Openbanck te regalarn 40€. Total mente ****. Te piden un monton de papeleos y un Certificado de titularidad del banco que cuebsta 50€ Valla ****Deberían estar todos de los bancos en la carcel,Opinión sobre Openbank
2.0,No cobra comisiones y está totalmente actualizado para que operes de manera online.,Opinión sobre Openbank
1.0,"No recomiendo para nada este banco. A la hora de abrir una cuenta tienes que armarte de paciencia, a si que si tenéis prisa en abrir una cuenta, se os va 1 mes como mínimo!",Opinión sobre Openbank
1.0,Dicen que es un banco 100% digital y te piden que envíes la documentación en papel. Cualquier banco se puede enviar por email!!! La envías a una oficina Santander y nada. Envías por Correos y tampoco. Recebí un ingreso en la cuenta y mi dinero está bloqueado allí. Si la cuenta no está activa porque cojines permiten que hagan ingresos en ella? Ellos se quedaron con mi dinero y yo con mis dudas!!! Openbank nunca más en la vida!!!,Opinión sobre Openbank
1.0,Es un banco en el que tienes que estar vigilando las cuentas por mala operativa.,Opinión sobre Openbank
2.0,"La gestión por teléfono es penosa, tardan una eternidad en descolgar y te piden repetir los datos para todos los trámites porque la atención al cliente debe ser una contrata y no tienen acceso a los datos.",Opinión sobre Openbank
1.0,No abran cuenta en este banco. Atencion telefonica deficiente espera mas de 40 minutos. Perdida de documentacion  o no saben donde esta. El abono que hice todavia no esta consolidado desde el dia 12-12.19 imaginense. En definitiva una banqueta no recomendable para nadie,Opinión sobre Openbank
1.0,"No es la primera vez que me pasa con openbank que me desaparece dinero de mi cuenta, esta vez ha sido de mi tarjeta prepago 120€, me dicen que efectivamente con los movimientos que tengo cuadra y faltan esos 120€, pero no saben decirme que han hecho con ellos. Esta vez voy a poner denuncia por robo.Tened cuidado y comprobar siempre vuestras cuentas, yo voy haciendo capturas de mi saldo, porque ya me lo han hecho varias veces.",Opinión sobre Openbank
2.0,"Llevo dos semanas que di de alta una cuenta he hice una transferencia para cambiar de banco. A la semana seguía sin llegar el dinero y me entero que es que la documentación enviada era errónea y toda la semana siguiente batallando con solicitudes. Todavía sigo esperando. La atención al cliente por teléfono es el único modo y es pésimo, los operadores no saben y escalan todo a ""supervisores"".",Opinión sobre Openbank
1.0,"A los que manifiestan que ""no se a que vienen los comentarios negativos"" como dije en otra opinión, si os va bien disfrutarlo y tocar palmas. A los que lo sufrimos sin que nos den soluciones a los problemas y encima ni saben donde está nuestra ""pasta"" no nos hace tanta gracia. Ya que os va tan bien, podéis hacer algo por solucionar nuestros problemas y todos felices como perdices",Opinión sobre Openbank
1.0,"Nefasta, pésima la atención al cliente.Personal no cualificado para resolver incidencias con los clientes. Depende quien te atienda te dice una cosa diferente, no cobras por culpa de la gestión interna y te dicen que la culpa es de tu empresa. Lo más alucinante es cuando le preguntas por el dinero y te contestan el operador - estará en el limbo-.Con eso sobra cualquier comentario más y podéis haceros una idea de lo profesionales y serios que son.",Opinión sobre Openbank
1.0,"Atencion al cliente penosa. Una media de 20 minutos cada dos/tres días y constantemente ""un momento por favor"" dejandote a la espera.Asi llevo desde finales de noviembre y aún no esta activa la cuenta. (30/12/2019)Sí vais a abrir alguna cuenta armaros de paciencia.",Opinión sobre Cuenta Ahorro Bienvenida
1.0,"Lamentable. Nos han pedido mucha documentación para activar la cuenta online y a pesar de entregarlo todo y firmar el contrato han desaparecido sin activar la cuenta y no quieren dar explicaciones. Qué hacen con todos nuestros los datos personales ? El Servicio de atención al cliente es pesimo, los agentes no parecen preparados y no sabes dar información ni solucionar ninguna incidencia. Un desastre.",Opinión sobre Openbank
1.0,"Despues de 5 años con ellos y todo este tiempo bien van y por un supuesto cobro indevido en mi tarjeta me bloquean ambas tarjetas me hacen cancelarlas y pedir otras nuevas , me hacen cambiar las claves de acceso sin que en ningun momento nadie me dijera que me iban a bloquear mi cuenta y por si fuera poco estos **** no se conforman con eso si no que ademas bloquean la de mi mujer , en fin antes de abrir una cuenta con estos artistas pensadlo bien al final os ****.",Opinión sobre Openbank
1.0,"Es una lastima 10 años con ellos y el último año son todo retrasos y problemas. No contestan a los email, pides que te llamen y ni caso, llamas por teléfono y tienes que aguantar una melodía hortera durante media hora para poder hablar con personal incompetente y con una pésima formacion. ADIÓS OPENBANK - HASTA NUNCA",Opinión sobre Openbank
1.0,"NEFASTO SERVICIO, no te responden a emails, por teléfono tardan en contestar, si de verdad surge un problema con ellos la gestión es nefasta. No la recomiendo para nada",Opinión sobre Openbank
1.0,"Cada dos semanas aproximadamente se me bloquea la cuenta sin motivo alguno. Cuando esto pasa , debo esperar una clave de firma que tarda 2 semanas para poder operar. Una autentica auténtica vergüenza. Lo barato sale caro os lo digo por experiencia",Opinión sobre Openbank
5.0,"Llevamos casi un año con ellos, con la cuenta corriente y el deposito, ademas de la tarjeta de debito gratis. Tenemos un dinero ahorrado con el que al menos recibimos algo de intereses, ademas de algunas promociones de recibos, ahorro repostando gasolina en Galp,... comparado con el resto de bancos que ahora no dan nada. El alta fueron 5 minutos. Un par de veces llame a at al cliente, por unas dudas, y aunque tardan un ooco en asignarte un agente,resuelven las dudas sin problemas.",Opinión sobre Openbank
5.0,"Rápido y eficaz en la gestión. Llamé para liberar un dinero que me había retenido una compañía aérea y me lo solucionaron al momento, a los 3 minutos tenía la cuenta actualizada. Servicio los 7 días a la semana, eso es un punto muy positivo ya que la mayoría de entidades solo están disponibles de lunes a viernes.",Opinión sobre Openbank
1.0,Un banco pesimo en gestion solo es valido para la gente rica cambian las condicionez sin q el cliente se entere no lo recomiento para nada solo si eres rico,Opinión sobre Openbank
1.0,"Hace más de una hora que estamos llamando a los diferentes teléfonos de openbank y todavía nadie nos ha atendido. El problema es que nos ha llegado un mensaje sobre un posible cargo en una tarjeta que nunca hemos recibido. Es desesperante que no haya un solo empleado que pueda atender nuestra llamada . Publicitan atención las 24 horas los 365 días, eso sería antes.",Opinión sobre Openbank
1.0,"Hola yo no lo recomiendo, abri la cuenta telefónicamente con ellos y tenia una promoción, se ve que la operadora aunque yo le insistí en la promoción no activo el código y ahora aunque lo reclamo al departamento de promociones, según ellos no me corresponde. Osea hacen mal su trabajo y pierde el cliente. Por supuesto he cancelado los productos con ellos. No puedo confiar mi dinero en una entidad que no hace su trabajo correctamente. Un saludo.",Opinión sobre Openbank
5.0,"Llevo en openbank desde Patagón, mira que hace años! Mi satisfacción es muy grande. He tenido dos pegas, al pasar la mayoría de edad de mi hija costó un poco para activar su cuenta, hay que hacerla en una sucursal del Santander, y costó un poco. Con mi segunda hija fue más rápido. Darse de alta por primera vez, cuesta si no tienes cuenta en otro banco pues hay que validar el dNI, Me he ahorrado una fortuna en comisiones en estos 20 años.",Opinión sobre Cuenta Corriente Open
1.0,Llevo casi 200 horas esperando a que actualicen el teléfono para poder operar en una cuenta que tiene mas de 8 años. Menuda incapacidad la agilidad de la banca electrónica. ****.,Opinión sobre Cuenta Corriente Open
5.0,"Llevo un mes y la verdad que muy contenta, me lo recomendó una amiga que lleva añoc con ellos y la verdad que me tenia q haber hecho antes. La cuenta la abres en 5 min, tardan unos dias en que te manden la tarjeta y ya operas con normalidad. la cuenta te va dando rentabilidad que lo ingresan mensualmente.",Opinión sobre Openbank
5.0,"Todo perfecto, leí malas experiencias pero francamente no he tenido ningún problema y hoy por hoy cuentas con estas condiciones no hay.",Opinión sobre Cuenta de Ahorro Bienvenida con Nómina
1.0,No lo recomiendo... Muchas pegas para poder usar la tarjeta de débito...,Opinión sobre Openbank
1.0,"La peor banca con la que trabajado nunca y con diferencia, no lo recomiendo en absoluto, me crecieron una hipoteca con la que en principio pensé que iba a gastar menos pero con el tiempo me está saliendo carísima",Opinión sobre Openbank
1.0,Mas mala banca del mundo. Servicio no existe.,Opinión sobre Openbank
1.0,"Mala muy mala son unos ****, hize un deposito en una psgina de apuestas bet 365 y se quedaron con el dinero y no pude ingresar en bet 365 el dinero me lo pusieron retenido y yame y ni me ayudan ni nanada muy mala atencion no lo recomiendo para nada",Opinión sobre Openbank
2.0,"Buena pagina web y aplicación móvil, lo que te permite operar razonablemente bien.  En el momento que lo anterior no funciona especializan los problemas, pues la atención al cliente es más que mejorable. Ante cualquier problema te toca perseguirles y posiblemente no consigas que te lo solucionen. Yo, según me experiencia les pongo un cero en atención al cliente.",Opinión sobre Openbank
1.0,"Un producto que en su momento resultó interesante, pero que a día de hoy ya no es rentable al pequeño inversor. Si no cuentas con una nómina o pensión domiciliada, ni tres recibos, sólo obtienes un 0,05% TAE y TIN anual para cualquier importe.",Opinión sobre Cuenta Ahorro Openbank
1.0,"Que haya gente que manifieste ""no sé a que vienen los comentarios negativos"" me sorprende. O no ha leído o no se entera. Si les va bien, que lo disfruten tocando palmas. A los que nos da dolores de cabeza la incompetencia de los que gestionan la entidad no nos hace ninguna gracia. Por mi parte, como escribí, ni me han solucionado nada ni saben donde está una cantidad de dinero que me deben. Vaya departamento de tecnología¡¡¡¡¡¡¡¡¡¡",Opinión sobre Openbank
4.0,"Yo no se a qué vienen los comentarios negativos. Llevo con ellos años, tras el Santander, fuero los primeros en disponer de Apple Pay mientras otros seguían con sus apps Wallet, nunca me han cobrado comisiones, no hay que tener condiciones, nunca me han llamado para molestar y cuando yo les he llamado siempre me han dado soluciones dentro de lo posible. Y cuando voy a mirar otras entidades que veo en publicidad, tienen peores condiciones y más limitaciones. Así que Satisfecho estoy.",Opinión sobre Openbank
5.0,"Excelente, un año con este banco y funciona de maravilla.. sin comisiones, un trato estupendo. Tengo cuenta nómina y ahorro con ellos.",Opinión sobre Openbank
1.0,"Pésimos. No abráis una cuenta en Openbank!!! Dicen que son un banco digital y no cumplen por ninguna parte. Para abrir cuenta (tanto la primera como las siguientes) tienes que enviar un montón de datos por correo postal......... Súper digital. Eso te demora 1 semana mínimo de no poder usar la cuenta. La app también es una castaña. Te muestra un saldo que no es real. Cuando haces un pago, tardan en procesarlo y mientras, tú ves más saldo del que tienes realmente. Un fallo garrafal. Evitadlo!",Opinión sobre Cuenta Corriente Open
1.0,"No he tenido nada más que problemas con este banco. Sin embargo, lo peor es que cuando llamo por teléfono, no me dicen más que mentiras, solo para deshacerme de mí.",Opinión sobre Cuenta Corriente Open
1.0,"**** este banco. Mas de 12 días para abrir una cuenta por internet cuando el tramite se supone que se realiza en menos de 24h. Tanta espera, para finalmente tener que cancelar la cuenta por la espera excesiva. Si no quieren perder su tiempo, no contraten nada con este banco.",Opinión sobre Openbank
1.0,"Pésimo. Tengo la tarjeta prepago Ecard y llevo desde marzo quejándome. En la página inicial de Openbank dice que tengo un saldo. Cuando entro en la propia tarjeta me dice que tengo otro saldo y para remate, cuando descargo los movimientos, dependiendo del día que haga sol, esté nublado o llueva la cantidad va variando. Me he quejado en multitud de ocasiones y me dicen que está el servicio de tecnología en ello. Espero que lo arreglen antes de ****. En resumen, un desastre",Opinión sobre Openbank
1.0,,Opinión sobre Hipoteca Open Mixta
5.0,,Opinión sobre Hipoteca Open Fija
5.0,,Opinión sobre Hipoteca Open Fija
1.0,,Opinión sobre Openbank
1.0,,Opinión sobre Openbank
1.0,,Opinión sobre Openbank
1.0,MAL MUY MAL NO HACE SUBRUGACIONESTrato telefonico genial.Agilidad en la información de las solicitudes de DIEZ.ATENCIÓN A LA INFORMACION SOLICITADA DE DIEZ.,Opinión sobre Hipoteca Open Variable
