score,comentario,opinion
1,Son unos **** comisiones abusivas sin previo aviso de los de mis cuentas ! Me iré del banco en cuanto pueda .,Opinión sobre ABANCA
1,toda la vida siendo cliente con nómina domiciliada y de un día para otro 59 euros de mantenimiento cada seis meses,Opinión sobre Cuenta Clara Abanca
1,42 euros de mantenimiento de cuenta. ****,Opinión sobre ABANCA
1,En cuestión de 4 días me han cobrado comisión por mantenimiento en dos ocasiones en la misma cuenta. Pido explicación y me dicen te la primera vez habían cometido un error,Opinión sobre ABANCA
1,Te ****,Opinión sobre ABANCA
1,"Me han cobrado cien euros de este semestre por dos cuentas, sin previo aviso, las tarjetas de débito que eran gratis 28 euros por cada una y 2 euros por pago por transferencia. Estoy a la espera de un retroceso de las comisiones y de no ser así, tenemos que cambiar porque no podemos mantener ese ritmo",Opinión sobre ABANCA
1,"Una vergüenza me cobraron 50€ en una cuenta conjunta y 48€ en otra semestrales... no sé a donde quieren llegar, pero lo que está claro es que se quedaran con el dinero de nuestras comisiones pero sin clientes",Opinión sobre ABANCA
1,"Lo peor!!!Si ya cobraban comisiones abusivas ahora con el COVID-19 han aprovechado para cobrar sin avisar incluso a los que tienen una cuenta llamada ""Cero Comisiones"" y han añadido una comisión de administración además de la comisión de mantenimiento. ****. 42 euros +8 euros= 50 euros cada seis meses. Han transformado la caja pública de ahorros de Galicia en un banco privado no gallego propiedad de venezolanos capitalistas. Solo quiere exprimir y hacer negocio con los viejos clientes.",Opinión sobre ABANCA
1,Son unos **** y cobran comisiones por todo!!! Si les dejan hasta por pisar el suelo de las oficinas 🤬,Opinión sobre ABANCA
1,"Pagué un recibo en un cajero y me cobraron sin previo aviso 42€ de comisión de mantenimiento y 4,80€ de administración. Te avisan de que no te van a cobrar ninguna comisión por retirar dinero del cajero y no te avisan de una comisión de 42€ por pagar un recibo y domiciliarlo. Ahora también te cobran 0,65€ por enviarte los recibos a casa por correo postal.",Opinión sobre ABANCA
1,"Pagué un recibo en un cajero y me cobraron sin previo aviso 42€ de comisión de mantenimiento y 4,80€ de administración. Te avisan de que no te van a cobrar ninguna comisión por retirar dinero del cajero y no te avisan de una comisión de 42€ por pagar un recibo y domiciliarlo.",Opinión sobre ABANCA
1,Son unos **** con nomina domiciliada mas de 20000€ en cuenta recibos domiciliados etc me cobran 50€ de Comisión,Opinión sobre ABANCA
1,"Son unos ****, te **** en la cara, se rien en tu cara y te **** el dinero asi sin más, no recomiendo ABanca para nada, puntuación 0....como las comisiones 0 🤔🤔, pongo 1 estrella porque no hay menos para poner ....",Opinión sobre ABANCA
1,"Son unos **** no tienen otro nombre, quieren cobrarnos 100 euros anuales por cuenta, yo no pienso consentirlo, tendre que hacer cola en Abanca que no paran de recibir quejas, pero liquido hipoteca y los mando a tomar por ****",Opinión sobre ABANCA
1,Son unos **** en comisiones,Opinión sobre ABANCA
1,"Suponiendo que de los 2,7 millones de habitantes en Galicia... sin contar niños, son población envejecida y al menos la mitad tienen cuenta con A Banca... con 100€ de comisiones a 1.300.000 clientes aproximadamente... están **** más de un trillón de euros anuales a sus clientes. Vergüenza es poco...",Opinión sobre ABANCA
1,"106 euros en comisiones, saltándose los contratos a la torera. ****",Opinión sobre ABANCA
1,Comisiones desproporcionadas para los servicios que ofrecen,Opinión sobre ABANCA
1,"Gracias A banca por cobrarme por 2 cuentas(una conjunta) mas de 100 euros en pleno erte, la banca siempre gana",Opinión sobre ABANCA
2,"Cada vez cobran mas comisiones, yo hace años tengo una cuenta online que no me cobraban nada, y ahora 48 euros semestre y 2 euros por transferencias, encima ""Caja de Ahorros"" casi regalada",Opinión sobre Cuenta Clara Abanca
1,Son unos ****.a mi 92e en dos cuentas.yo cancelaba todo pero tengo hipoteca con ellos,Opinión sobre ABANCA
1,Fatal sin previo aviso tengo un seguro con ellos me cambiaré lo que me quitan por un lado lo perderan por otro,Opinión sobre ABANCA
1,50 euros de comisión por cada seis meses,Opinión sobre ABANCA
1,"Son unos ****, cobran comosiones de robo a la gente que menos tiene. Ya cambiare de banco,. ****!!!!!!!",Opinión sobre ABANCA
1,"Te **** a mano armada, con alevosía. Y sin previo aviso.",Opinión sobre ABANCA
1,son unos **** cobran comisión sin avisar.ya estoy haciendo los tramites para mandarlos a la ****,Opinión sobre ABANCA
1,Comisiones por todos lados.Si reunes las condiciones para no pagarlas a los 6 meses te las cambian para cobrarte si o si,Opinión sobre ABANCA
1,"Solo veo comisiones y mas comisiones. Te ponen pegas para cerrar una cuenta sin movimientos desde hace 4 sños en vez de cerrarla de oficio, y como esté al descubierto preparate para las comisiones.....fatal",Opinión sobre ABANCA
1,"Es el peor banco que existe con diferencia, nunca recomendaria este banco.Te cobra por todo lo que quieras hacer hasta por ingresar tu dineroSi estas pensando en un banco no piensrs en Abanca Son lo peor",Opinión sobre ABANCA
1,"Un desastre y unos getas, teniendo banca electrónica y cobran 42€ de comisión y 8€ de gestión, unos **** A cambiar de banco está claro.",Opinión sobre ABANCA
1,"la cuenta no es mia sino de mi madre. Estos últimos años empezaron a subir comisiones y ahora ya paga 100 euros anuales por tener su dinero en un banco. Mi idea es conseguir que abra cuenta en otro banco, pero es muy mayor y esa es la suerte que va teniendo abanca, que muchos de sus clientes a pesar de que los **** no quieren complicare la vida con l banca digital. Desde luego no lo recomiendo a nadie, abran una cuenta en cualquier banco online, cero comisiones.",Opinión sobre ABANCA
2,Abuso pago comisión de mantenimiento.,Opinión sobre ABANCA
1,Unos ****,Opinión sobre ABANCA
1,"Menuda entidad más ****! Activaron automáticamente un seguro sin mi consentimiento, y ahora ponen impedimentos para darlo de baja dado que es un seguro promovido por la Abanca. Sois unos ****, y pongo una estrella porque no se puede poner menos.",Opinión sobre ABANCA
1,"Menuda entidad más ****! Activaron automáticamente un seguro sin mi consentimiento, y ahora ponen impedimentos para darlo de baja dado que es un seguro promovido por la Abanca. Sois unos ****, y pongo una estrella porque no se puede poner menos.",Opinión sobre ABANCA
1,Comisiones abusivas,Opinión sobre ABANCA
2,"Muy mal atención, falta de profesionalismo,no están claros con las políticas,solamente cuando desean venderte un seguro y cobrar lo que corresponda por tener cuenta con ellos, decepcionada completamente",Opinión sobre ABANCA
1,"Abanca los odiooooo, ****, me han **** 50,00 euros de gastos administrativos ahora en junio, he puesto la queja en una agencia y el empleado me ha dicho que en diciembre me volveran a ****  50,00 euros mas, asi no mas? por el pecho y en mi cara, ****, huyan de este banco todos, es un apocalipsis financiero....noooooooooo......",Opinión sobre ABANCA
1,Unos ****. Cierro la cuenta y me cambio de banco por ****.,Opinión sobre ABANCA
1,Ojalá todos cancelasemos nuestras cuentas con estos ****,Opinión sobre ABANCA
1,"No me lo puedo creer tengo dos cuentas y sin avisarme , sin consultarme y sin ningún tipo de información me cobran 50 euros + 42,60 respectivamente y encima 28 por la tarjeta obligatoria, total ciento y pico de euros. Tengo mi nómina desde hace mas de treinta años.Siempre un saldo positivo, controlando mis gastos al máximo. No puedo tener solo derecho a aguantarme y ya está... esto es algo más. Por supuesto que inicio los trámites para marcharme.No les debo nada a esta entidad.",Opinión sobre ABANCA
1,"%0 años cliente primero de Caja de ahorros de Montepiedad Lugo y La Coruña, posteriormente con Caixa Galicia, Nova caixa Galicia y ahora Abanca...Tengo una On Cuenta sin comisiones contratada hace ya muchos años mas de 20 y me la pasaron automaticamente a cuenta a la vista, cobrandome 45 euros este mes...muy mosqueado y planteandome el irme a otro banco como ING o Bankinter que se ve que tienen cuentas sin comisiones.",Opinión sobre ABANCA
1,"Puse reclamación por la comisión que me han cobrado de 42 de mantenimiento y 5,60 de gastos administrativos cuando me llamaron para ofrecer visa Tú y así tendría 0 comisiones y ahora dicen que tenía que gastar 1000 euros en 6 meses sino me penalizaban. Una estafa porque nadie informó de esas condiciones. Espero que rectifiquen porque sino perderán muchos clientes.",Opinión sobre ABANCA
1,"Cada vez cobran mas por menos, y cuando les necesitas como ahora, en la pandemia solo han aprovechado para endeudar mas a la gente. Yo me voy con todo lo que tengo. No me merecen. Mi familia enteravy las empresas nos vamos.",Opinión sobre ABANCA
1,"ABANCA, además de banqueros ya asumen la condición de banda de ****, comisión abusiva con nocturnidad y alevosía, un viernes para amargarte el finde. Para ser cliente 0 Comisión, debes cumplir unos criterios, que con la situación actual, son casi imposibles de asumir, contratar un seguro, tener productos de ahorro de => 30.000 euros.... estamos locos o qué? solución, trasladar tus ahorritos a una cuenta electrónica del mercado y rezar para que a vuelta de un año no te vengan con lo mismo.",Opinión sobre ABANCA
1,"**** en plena crisis covid. Nada mas q comentar, no se lo merecen",Opinión sobre ABANCA
1,"Unos ****..!!!! Hace 4 días me han **** 50€ en ""supuestas comisiones"" de mi cuenta ""0 comisiones"" y no he sido yo la única que ha sufrido ese ****... Se han sacado de la manga nuevos requisitos para conservar esas ""0 comisiones"", ya no les llega con tener domiciliada mi nómina en esa cuenta así como todos mis recibos... pretenden seguros con ellos y tarjetas... Qué será lo próximo...??? Exclavitud económica y psicológica bajo condiciones abusivas...",Opinión sobre ABANCA
1,No vale nada un contrato firmado en el cual se decía que no cobrarían gastos de mantenimiento y en pleno estado de alarma te meten el clavo de 50€ cada seis meses. Sobran bancos con los que negociar. ! Adiós tú !,Opinión sobre ABANCA
1,"Tengo 3 cuentas, hoy pedi la hoja de reclamaciones y pretendieron darme su hoja de sugerencias, ya no comulgamos con rueds de molinos, lo wue tenemos es que unirnos y presentar una demanda por usura al cobrar comisiones abusivas 100 € al año de comisiones.",Opinión sobre ABANCA
1,Unos ****.Toda la vida con ellos y ahora cobran 100€ al año por mantenimiento y administración.Teniendo cuenta nómina y todo domiciliado.Cambiaron las condiciones sin avisar claramente de lo que iban a hacer y no necesitan tu consentimiento para robarte.Daré todo de baja.****.,Opinión sobre ABANCA
1,Cambian las condiciones cuando les apetece.Te mienten en la cara.Unos **** como la mayoria de los bancos.Al que menos tiene mas le cobran.,Opinión sobre ABANCA
1,Un banco pésimo. Cambian constantemente las condiciones y sin previo aviso. Ponen condiciones de difícil cumplimiento para la familia media española y así logran cobrar 100 euros al año. Luego lavan la cara con su fundación y olvidan el dinero público que recibieron.,Opinión sobre ABANCA
1,"Vaya **** los de A Banca, os vais a cargar el banco como sigais asi! 42 de comisión y 8 de administración de cienta cuando yo hace años que gestiono todo desde la app Adios A banca ****",Opinión sobre ABANCA
1,"Me han cobrado 50 euros por comisión de mantenimiento cuando cumplo todos los requisitos durante 10 años que llevo con ellos. Son unos **** , os voy a cerrar la cuenta ****!!!!",Opinión sobre ABANCA
1,Acabo de entrar a mi cuenta online y de pronto descubro que me han pasado 42€ de comisión de manteniemiento y 8 € de comisión de administración. ¿Pero esto qué es? He consultado el mismo período del año pasado y no hay comisiones semejantes.,Opinión sobre ABANCA
1,50€ de comision,Opinión sobre ABANCA
1,"****, daré de baja todo lo que tengo con vosotros.",Opinión sobre ABANCA
1,"Una autentica ****, cambian las condiciones y te cobran 50€ de comisiones, después de tantos años ayer me cambie de banco. Asi se trata a los clientes Abanca!",Opinión sobre ABANCA
1,Cobran comisiones teniendo productos contratados.,Opinión sobre ABANCA
1,"Muchísimos años con esta entidad y muchos problemas. Solo les importa vender sus productos, muchos cambios en las condiciones imposibles de cumplir sin aviso ni aceptación",Opinión sobre ABANCA
1,50€ de comisión semestral que se han sacado de la manga de la noche al día. Ya estoy buscando otro banco. Es abusivo e inmoral.,Opinión sobre ABANCA
1,"El problema no es que te cobren 50€ en comisiones, el problema es que lo hagan estafándote legalmente. Si recibes 180 mensajes al año de tu banco, 70 de tu compañía de luz, 100 de la de telefono, cookies, etc.. es imposible leer la letra pequeña de todo. Por eso no pueden decirte que si no dices que no es que lo aceptas. Iros a tomar por ****. Aquí tenéis el consejo de administradcicon que nos roba",Opinión sobre ABANCA
1,"Elevadas comisiones de mantenimiento. Además, se aprovechan de la gente mayor.",Opinión sobre ABANCA
1,"Me cobran 42 Euros de mantenimiento y 8 de administración, 50€ por la cara, en una cuenta que cuando la contraté no tenía ningún tipo de comisión. OS QUEREIS CARGAR ABANCA PARA HACERLA DIGITAL. Después de más de 30 años,  se acabó.Nunca mais",Opinión sobre ABANCA
1,"Desde los 16 con ellos , haciendo los seguros que me digeron en su dia para no tener comisiones, y al rato ya cambian los requisitos, son unos ****, dan asco, yo ago todo online no se que mantenimiento tiene.",Opinión sobre ABANCA
2,"cobran comisiones por cuentas que dicen que son 0 comisiones, unos embusteros",Opinión sobre ABANCA
1,"Son unos ****, comisión de 80€ Año por mantenimiento de cuenta online sin tarjeta. ****",Opinión sobre ABANCA
2,"Me cobraron este mes 42 euros de comisión de mantenimiento y 8 de administración... pero eso mismo también en la cuenta de mi marido , teniendo nuestras nóminas allí desde hace 30 años ( antes de cambiar de nombre ), es increíble ... gastos de que ???si todo se hace por banca electrónica y por el cajero ??habra qie buscar otro banco , me parece un robo",Opinión sobre ABANCA
1,Han cambiado las condiciones de mi cuenta nómina sin avisarme.Te dicen que han enviado mail pero mentira.Son unos ****. Cobran 50 Euros de comisión por 6 meses.Ahora a cambiar todos los recibos y domiciliaciones a otro banco.Y otros 50 para finales de año...increíble.Pueden cambiar todas las condiciones sin que tengas que dar tu consentimiento y sin nada firmado autorizándoles a cobrarte.Te quitan tu dinero y punto.Pues nada.Uno que los **** después de 20 años.VERGÜENZA de banco,Opinión sobre ABANCA
1,"Me cambio de banco pero yaaa, con tres cuentas y más de 30 años con ellos y me cobran más de 100 euros de comisión, con todo domiciliado, unos ladrones",Opinión sobre ABANCA
