score,comentario,opinion
4.0,"Una publicidad engañosa magistral. En eso no gana nadie a N26. Contraté la business hace un par de meses para un viaje a Tailandia. Retiro dinero de los cajeros que indica Mastercard en su web y que aconseja N26. Me cobran comisión de 6,5 € al cambio por retirar 100 (cierto es que es la misma si retiro 300€ ) el tip de cambio de divisa de lo peor que hay. Me pongo en contacto con N26 por el chat, me contesta una señorita llamada Cristina que no pueden hacer nada. Con VISA de BBVA es más barato.",Opinión sobre N26
5.0,Todo perfecto.  Hace mas de 3 años que tengo cuenta con ellos y sin problemas.,Opinión sobre N26
1.0,"Por fin un banco joven que piensa en el cliente y no solo en ganar dinero. App sencilla, tarjeta con buen diseño, cuenta sin comisiones ni requisitos.",Opinión sobre N26
5.0,"En general estoy satisfecho con la experiencia de uso del banco. No he tenido problemas por el momento y me gusta como está diseñado. Si alguien quiere abrir la cuenta gratis, usad el código promocional kevinf3992.",Opinión sobre N26
5.0,La cuenta se renueva sola y no son claras las instrucciones para parar esta renovación. Además la renovación es para un año completo así que ahora me toca pagar un año entero de la cuenta y no me han dado ninguna otra solución. Además las gestiones bancarias en la cuenta  aparecen con mucho retraso y desorden. No hay forma de comunicarse con ellos por teléfono. No recomendaría la cuenta N26 black.,Opinión sobre N26
1.0,"Es una cuenta excelente: 0 comisiones, 0 mantenimiento, 0 preocupaciones. Se abre muy fácilmente y tienen políticas amables y nada restrictivas. Lo único que echo de menos es poder expedir documentos que indiquen mi titularidad en la cuenta. De todas formas, es súper práctica, bonita y fluida. Un neobanco que recomiendo mucho. ",Opinión sobre N26
5.0,"Mis bancos principales son ING y Abanca, encontrar un cajero a veces es un horror. N26 me permite retirar efectivo en CUALQUIER cajero sin cobrarme comisión. ",Opinión sobre N26
1.0,Estoy convenciendo a todos mis amigos de que abran una cuenta gratis en N26 y ya he ganado 45 euros con su plan amigo! Me encanta este banco!!,Opinión sobre N26
5.0,"Muy, muy contento. La uso sobre todo para pagos en Polonia, el tipo de cambio insuperable.",Opinión sobre N26
5.0,Me encanta su app y el diseño de su tarjeta. Puedo sacar dinero desde cualquier cajero en euros y además me ayuda a ahorrar para mi próximo viaje. ,Opinión sobre N26
4.0,"Sin comisiones, sin problemas. El cambio de divisa y demás es lo mejor del mercado actualmente. Tengo 5 cuentas bancarias en bancos grandes y pequeños y esta es la mejor con diferencia cuando solo necesitas una cuenta, una tarjeta y alguna domiciliación.",Opinión sobre N26
1.0,"Tras seis meses sin problemas, en una retirada en Caja Rural me cargan 1,9€, lo reclamo y me contestan vía chat que tardarán semanas en abonármelo, y además me ha restado la retirada de las 5 gratuitas, en resumen,  nunca sabes si te van a cobrar o  no, ya que muchos cajeros no indican que a tí  no te lo van a repercutir, n26 envió correo afirmando que aunque algunos cajeros lo informen que no, es decir creerles sin más, mis bancos tradicionales lo tengo claro donde sí, donde no...",Opinión sobre N26
2.0,"me gusta mucho que la app te de la opción de ahorrar por Espacios, lo uso para ahorrar para mi futuro viaje. Si alguien quiere contratar la cuenta, usad el código ****",Opinión sobre N26
5.0,Gran experiencia en mi viaje Italia ninguna comisión por compra o por retirada. Una nueva forma de entender la banca libre de gastos de una forma sencilla y cómoda. Si quieres ayudarme a futuros viajes y lucrarte con 15€ te dejo mi codigo **** Gracias de antemano.,Opinión sobre N26
1.0,"Me encanta su aplicación, otros bancos hacen una copia barata de N26. Han añadido un apartado de ahorro donde se puede ver que ofrecerán hasta un 1,48% TAE en algún producto pero todavía no está disponible en España. En cuanto lo esté, será la bomba!",Opinión sobre Cuenta N26
5.0,"Me bloquearon la cuenta sin dar explicaciones y dicen que transfiera los fondos a otro banco, pero no puedo porque la cuenta está bloqueada.",Opinión sobre N26
5.0,"Está genial la aplicación y es perfecta para realizar viajes fuera ya que no cobran comisiones. Yo la he utilizado en Canadá, Estados Unidos, Francia y Polonia ya y es una gozada. Además, con este código podréis conseguir 20€ de crédito, por si no tenéis uno: ****",Opinión sobre N26
1.0,"Me encanta el diseño de su app y de su tarjeta de débito. No le pongo 5 estrellas porque me gustaría que permitiera más de un titular, por lo demás muy contenta.",Opinión sobre N26
5.0,Me abrí n26 antes que Revolut porque permite pagar con Apple Pay desde mi teléfono móvil.,Opinión sobre N26
1.0,"Ni se te ocurra abrir una cuenta con esta ****. Servicio al cliente pésimo, a veces pasan semanas sin responderte. Bloquearon mi cuenta unos días después de abrirla, sin darme ninguna razón. Sólo me devolvieron el saldo cuando les amenacé repetidamente con demandarlos a la justicia europea. Ahórrate el esfuerzo. Hay bancos parecidos y muchísimo más serios.",Opinión sobre Cuenta N26
3.0,preferí abrirme la cuenta de n26 a la de revolut porque estaba en apple pay y revolut creo que solo tiene google pay. La utilizo como cuenta secundaria y para paagar con el móvil,Opinión sobre N26
5.0,fui de viaje a cerdeña y pude sacar dinero en los cajeros sin ninguna comision,Opinión sobre N26
5.0,"Hace más de cuatro meses que abrí la cuenta y estoy encantada. Por fin puedo sacar dinero en cualquier cajero de al lado del trabajo, cerca de mi casa, en el centro, en las afueras... Lo recomiendo.",Opinión sobre N26
5.0,"me sale error en mi documentación, la revisé y está correcta. escribí y nunca me contestaron con seriedad, a parte de la respuesta automática. no atienden por ningún teléfono, igual sólo grabadora automática . mal servicio Ojo a la hora de reclamar",Opinión sobre N26
5.0,"Funciona genial, ni la aplicación ni la tarjeta dan nunca problemas, cuesta 0€ por todo. Para viajar por Europa la he usado en varias divisas y siempre me hace un cambio excelente. Hasta ahora, el mejor banco que he tenido (de cara a servicios de sólo cuenta y tarjeta) teniendo BBVA, Openbank, EVO e ING.",Opinión sobre N26
3.0,"Por incompatibilidad de mi smartphone con la app, me pongo en contacto por el chat para preguntar si sin la app podría tener una cuenta en este banco, y después de marearme y no decirme claramente que NO, me dicen que puedo abrirme la cuenta pero no operar con ella. Tanto les cuesta responder a lo que se les pregunta claramente? Mucha tecnología e innovación pero no se cubren las necesidades de todos... Estamos modernos o gili...?",Opinión sobre N26
5.0,"Llevo usando este banco durante un año y la verdad es que es 100% recomendable. Cumplen lo que prometen, 0 comisiones en retiradas en cajeros de la zona euro y 0 gastos de mantenimiento. Yo la uso principalmente para pagos y compras por internet y para usarla durante los viajes. Si te quieres crear una cuenta usa el código BAK5HB mientras la creas, que te ingresan 10€ gratis en la cuenta :)",Opinión sobre N26
5.0,"Tengo la c/c desde hace unos meses, resulta que me he olvidado de la contraseña y no tengo medios de llamar y poder hablar con alguien del banco directamente, siempre me sale una ventana y no puedo salir de ella ¿?¿. Atención al cliente, se lo pasa todo por el forro y no tengo manera de contactar ni hablar con alguien ¿?.Tengo un dinero allí y no puedo sacarlo ??. De película de la malas ¿?????. Lamentable de verdad y vergonzoso !!!!!",Opinión sobre N26
5.0,"Mi experiencia es muy buena con N26. Me pasé a Black (9,90€ al mes por el seguro de viaje, gastos médicos, compras y otras coberturas). De momento muy contento con todo, no me da problemas. Veo que mucha gente se crea una cuenta sin saber lo que contrata...",Opinión sobre N26
1.0,Un banco excelente. Si alguien quiere conseguir 10€ que utilice este codigo al darse de alta,Opinión sobre N26
1.0,Todo iba bien con este banco hasta que a las tres semanas de abrir la cuenta un cliente me hace una transferencia de 110 mil euros y de golpe y porrazo el dinero no aparece en mi cuenta abonado. La situación empeora porque en los días siguientes me abonan más transferencias que tampoco me aparecen en la cuenta. No se dignan a contestar.Hace ya un mes de todo esto y el dinero sigue sin aparecer en mi cuenta.Después de mucho insistir recibo un correo conforme me cancelan la cuenta y que devolve,Opinión sobre Cuenta N26
5.0,"Yo personalmente contraté una tarjeta black porque me iba de viaje a Estados Unidos 1 mes y no quería pagar comisiones cada vez que sacase dinero. Mi sorpresa fue que en todos los ATM donde saque dinero me cobraron comisiones y no devuelven nada (se excusan diciendo que son comisiones del otro banco y no tiene que ver con ellos). Además, te hacen pagar una cuota de 9.90 € mensuales durante mínimo un año y no puedes cancelar la cuenta sin pagar el importe total de las cuotas. No lo recomiendo nad",Opinión sobre Cuenta N26
5.0,Una cuenta corriente en un banco aleman en la qur puedes hacer toda la operativa desde internet. sin comisiones de ningún tipo. tarjeta de debito gratuita y con un cambio de divisa sin comisiones encubiertas. Ideal para aquellos que viajan a paises fuera del euro. rubenf8104 Utiliza ese codigo y te daran una bonificaciónal hacer el primer ingreso en la cuenta.,Opinión sobre Cuenta N26
5.0,"Muy descontento. Llevo un mes esperando la tarjeta y no saben como solucionarlo. Trabajan con ups y no encuentran una dirección que para el resto de empresas está muy clara. Correos, Amazon, seur, mrw, Nacex,.... Por el momento nada Diferente al convencional. Muy mal servicio.",Opinión sobre Cuenta Nómina
5.0,"He domiciliado mi nómina con ellos y ninguna queja. Además llega la transferencia al día siguiente de realizarla por parte de mi empresa. La tarjeta Black, una pasada, muy útil para viajar. Todo el mundo alucina cuando la desenfundo para pagar en cualquier comercio",Opinión sobre Cuenta N26 Business Black
1.0,"Sinceramente la gente que opine mal de N26 no sabe ni para que sirve, porque es un producto especifico para un publico determinado y eso no lo tiene ningún banco del territorio nacional",Opinión sobre Cuenta N26 Business Black
3.0,La black es una **** de producto. Te obligsn a pagar durante un año 10€ mensuales y no te dejan darte de baja. Hacer transferencias a esa cuenta tiene muchas comisiones. ES UNA ****. No la recomiendo en absoluto,Opinión sobre N26
1.0,"He abierto la cuenta hace una semana y todo bien, he recibido la tarjeta en 3 días utilizando el servicio de UPS, aún no me han comprado los 25€ del envío, supongo que cuando haga un ingreso lo descontarán. Por ahora todo bien, me parece una buena alternativa a las entidades tradicionales que te cobran por casi todo cuando no tienes domiciliada la nómina. Una cuenta con muchas ventajas y sin comisiones de nada. Muy satisfecho.",Opinión sobre N26
1.0,"Abrí la cuenta hace un mes y aún no tengo la tarjeta. No voy a depositar un duro hasta que no llegue. Atención al cliente es una broma, no dan soluciones y nada de lo que dicen es cierto. Mucho cuidado!. Yo sigo con mi BIABUY que nunca dio problema alguno.",Opinión sobre N26
5.0,yo solicité mi tarjeta de forma rápida por 25 euros extra y nunca me llegó. Me han devuelto los 25 euros pero sigo sin recibir mi tarjeta,Opinión sobre N26
5.0,Utilizo la cuenta para pagar con el móvil ya que mis otros bancos (ING y Abanca) no me permiten añadir mi tarjeta al wallet de iPhone y todo genial,Opinión sobre N26
1.0,Hace dos meses que la contraté y de momento no he tenido ningún problema ni con la tarjeta ni con la aplicación ni con atención al cliente. Muy satisfecha.,Opinión sobre N26
5.0,"Estoy muy contenta con la contratación de la cuenta corriente de N26, espero que pronto llegue una cuenta ahorro con buenas condiciones!!!",Opinión sobre N26
1.0,Tengo mi nómina domiciliada en N26 y hasta el momento no he tenido ningún problema. En mi empresa me pagan desde caixabank y tuvieron problemas en un principio ya que el IBAN no es español. En cualquier caso el problema lo tenían los timadores de caixabank no N26.,Opinión sobre N26
1.0,¿por qué no puedo tener una cuenta personal en N26 y otra para mi trabajo?,Opinión sobre N26
5.0,"Creo que sacar dinero en cualquier cajero del mundo sin tener que pagar absolutamente nada, es una ventaja increíble para los que por lo que sea viajamos mucho.",Opinión sobre N26
1.0,A mí me llegó la tarjeta en una semana y el proceso de apertura fue muy muy rápido. En tan solo unas horas tenía la cuenta activa. Metí solo 5 euros por probar y es genial.,Opinión sobre Tarjeta MasterCard N26 Business
3.0,"Estuve de viaje en Italia y pude retirar dinero desde cualquier cajero sin ninguna comisión extra. Además, pagué mis compras desde el iphone sin problemas. Lo recomiendo.",Opinión sobre N26
5.0,"He recibido mi tarjeta, la he activado y ni puedo pagar en comercios, ni puedo retirar en cajeros porque, ya que indica que ""la operación ha sido rechazada por su banco"", me dicen que hay un problema en España, pero ni me aclaran qué, ni cuándo lo solucionan. Bye N26.",Opinión sobre N26
5.0,"Un timo, he estado de vacaciones hace poco. He retirado dinero 3 veces y las tres veces han cobrado comisiones.  Dicen que no hagamos caso si aparece un mensaje de que te cobran ya que luego te las devuelven.  Mentira, te pones en contacto con ellos y te dicen que es una comisión del banco de origen y que no pueden hacer nada.  Solo vale para pagar pero no para retirar dinero del cajero.",Opinión sobre N26
1.0,"Nuestros bancos también disponen de banca online: BBVA, LaCaixa.. Yo estoy con ImaginBank (Caixa) y me ofrece lo mismo que N26.. además atención al cliente por whatsapp 24 horas y super rápido, sin comisiones ni tonterías. Uso los cajeros de LaCaixa sin comisión (este fue un motivo para decidirme, pq vas por la calle y hay 20 cajeros de caixa por cada 1 de otra sucursal), etc. Antes de contratar Bancas extranjeras, deberíais mirar las españolas!!",Opinión sobre N26
1.0,Alguien me ha realizado sin mi consentimiento una transferencia desde mi cuenta en España a una cuenta de ese banco (****) . Por supuesto ya la he anulado y he dado orden a mi banco para investigue si se trata de un fraude.,Opinión sobre N26
3.0,"Estoy leyendo cosas que no entiendo, cómo os cobran si aún no tenéis la tarjeta? Yo tb.estoy pendiente de que me llegue y primero era el17,luego el 18, el 19,el 20 ...y sigo esperando.Muy mal!!! Si no me llega antes del día 1 O. No la quiero.Mi intención era utilizarla en un viaje al extranjero.  Si no se utiliza o no la recargas nada más que un mes al año, te penalizan?",Opinión sobre N26
5.0,"De momento sobre la operativa de la tarjeta no puedo opinar porque no la he recibido, estaba prevista para el día 12/09. El servicio de mensajería muy malo. De Alemania - Benavente(Zamora) - Madrid- Zaragoza, destino final. Mirando el seguimiento de mensajería han ido cambiando las fechas a su antojo, primero el 12/09 después el 14/09 el 17/09 y seguramente con un poco de suerte igual mañana 19/09. La verdad es que no me esperaba este comienzo.",Opinión sobre N26
5.0,"Claro, limpio y sencillo. A ver si comercializan para España pronto también productos de ahorro.",Opinión sobre N26
5.0,"Yo recibí mi tarjeta en 4 días y sin problemas,sobre la comisión de sacar por cajero, sigan con la operación, esa comisión la asume  N26, en cambio si por ver que te cobran comisión anulas la operación, el banco no se porque entiende que has retirado el dinero, ese punto lo tendrían que mejorar, pero yo he sacado de muchos cajeros y cero comisión, por lo experimentado astsa ahora, es un buen banco, lo tengo como segundo banco como cuenta ahorro..",Opinión sobre N26
3.0,Preciosa tarjeta de momento no tengo ninguna pega,Opinión sobre N26
1.0,La tarjeta me tardo 4 días. No me cobran comisiones en las transferencias y hasta ahora no e tenido ninguna incidencia.,Opinión sobre N26
5.0,"No vale para nada , me cobran 2 cuota de 9,90 y yo no he dado autorizacion a me pasen , que ****, les he escrito q no quiero esa cuenta , ni m.... que me contestan , yo los denunciare",Opinión sobre Cuenta Nómina
1.0,"No vale para nada , me cobran 2 cuota de 9,90 y yo no he dado autorizacion a me pasen , que ****, les he escrito q no quiero esa cuenta , ni m.... que me contestan , yo los denunciare",Opinión sobre N26
1.0,Me han cobrado sin enviarme tarjeta y contactar con ellos es una tortura. Antes de contratar nada ojo y leed todo porque lo de poner en letras grandes que somos guay lo saben hacer muy bien.,Opinión sobre N26
5.0,Todavia no he recibido mi tarjeta y ya me la cobran,Opinión sobre Cuenta N26
1.0,"La tarjeta no llega. Espero la primera nomina a la cuenta, veremos. Las transferencias funcionan bien.",Opinión sobre N26
3.0,"Fui a sacar dinero a un cajero y cancelé la óperacion porque el cargo de comisión era muy elevado. Aunque la operación esté cancelada N26 te descuenta la cantidad como si la hubieras sacado.Llevo dos días intentando contactar con atención al cliente y no hay manera.Vía email recibí un mensaje automático diciendo que actualmente estaban recibiendo un volumen elevado de correos electrónicos y que tardarían más de lo habitual en ponerse en contacto conmigo.Horrible funcionamiento, nada fiable.",Opinión sobre N26
