score,comentario,opinion
1.0,bien por los descuentos porque al final te ahorras un pellizco pero el servicio siempre contigo son descuentos en los servicios no vienen incluidos gratuitamente,Opinión sobre Santander
1.0,"Totalmente no recomendable, cobran comisiones por importe de 49 euros , en operaciones no autorizadas por el cliente ,sin dar ninguna facilidad a clientes que llevan más de 15 años con ellos.",Opinión sobre Cuenta 1|2|3
1.0,"es el peor banco con quien trabajo en los últimos 20 años sobre todo la oficina de ****, es una batalla para conseguir la información correcta sin pasar 20 veces. la pagina esta hecha de tal forma, para no encostrar lo que necesitas y tardas, los contactos no responden en fin..... Tenia que llevar la hipoteca a otro banco para mantener mi salud mental estable))) me da nauseas este banco",Opinión sobre Cuenta 1|2|3
1.0,"La gestión de las oficinas desde el inicio de la pandemia ha sido nefasto. Además de cerrar la mayoría de las oficinas (ni en julio en lugares turísticos han vuelto a abrir), han reducido el horario de oficina, además de que solo hay una persona para atender gestiones de caja. Llevo 20 minutos esperando para hacer un ingreso y pedir cambio para mí comercio",Opinión sobre Santander
1.0,"Yo estoy superdescontenta .Vivo y trabajo en un barrio a las afueras de Zaragoza y desde el 14 de marzo el banco esta cerrado y sin servicios estamos a 12 de julio y sun no han tenido la verguenza de abrir.Hemos necesitado cambios para la,tienda y hemos tenido q ir a Ibercaja y Bantierra a q nos lo dieran pq estos bancos si han cuidado y atendido a sus clientes.Si se nos tragaba algun billete el cajero al hacer el ingreso tb en fin nos han dejado tirados y veo q lo q estan haciendo es aprovechar",Opinión sobre Santander
1.0,me han cobrado 12 euros de comision y no lo entiendo tendré que pasarme por la oficina y que me lo expliquen,Opinión sobre Santander
1.0,Tener mucho cuidado realmente no es de fiar esta cuenta te cen cero pero en realidad es 14 euros mensuales y anuales otros euros mas y asi no caigan en la trampa cero,Opinión sobre Tarjeta e-Cash
1.0,"Mi opinion es el peor banco la peor antencion mundial una **** se creen que poniendo corbata son mas importantes yo tambien le pongo corbata a los ****, a la sucursal te dicen que no te atienden no eres de ese pueblo no hay palabras para decir lo que siento y pienso desde luego es ****",Opinión sobre Santander
1.0,Una maquina es la que me atiende. Dos veces llame y las dos veces me redirecciona a la app. No me solucionaron absolutamente nada y la app me bloquea. No me queda mas remedio que ir a la sucursal,Opinión sobre Cuenta 1|2|3
1.0,Imposible contactar por teléfono en ninguna oficina de Las Palmas de Gran Canaria ... Nunca contestan y ya me dirán como hago si fisicamente no puedo ir por trabajo. Pd: llamando a la central de madrid me dejaron 25 minutos en espera hasta que colgue obviamente.,Opinión sobre Santander
1.0,Es lamentable. Se bloquea sola al comprar en algunas paginas y despues te puede llevar varios dias contactar con el banco para desbloquear porque todos sus agentes estan ocupados y le rogamos llame pasados unos minutos.,Opinión sobre Santander
4.0,"He sentido una verdadera liberación al cancelar la cuenta del Santander, todavía no me lo creo. Me sentía secuestrado por estos *$#@. Con el Popular, antes de ser comprado por el Santander por 1€, todo iba de maravilla. Te atendían con cordialidad, eran eficientes, no te cobraban por respirar y salías de la oficina silbando.   Pero llegó el Santander y todo cambió. 144 € al año de comisión de mantenimiento a pesar de tener la nómina. Prepotencia y malas caras si les cuestionas algo, una ruina.",Opinión sobre Santander
3.0,"A mi también me han cobrado 12€ de comisión por no utilizar la tarjeta de crédito un nº determinado de veces. Con estas condiciones, ¿¿cual es la ventaja de la cuenta 123?? el banco incumple unilateralmente las condiciones ofertadas en el producto eliminando las bonificaciones, pero los costes los mantiene bajo condiciones no comunicadas al cliente...los clientes que venimos del Banco Pastor primero y del Banco Popular después asistimos atónitos a la degradación imparable del servicio.",Opinión sobre Santander
1.0,"Opino de este banco que son unos ****,nos **** por la cara un dinero de la beca que no hemos sacado y con comprobantes y encima nos mandan al **** cuando vivimos en **** ,aqui todas las sucursales cerradas.No os habrais cuentas aqui.",Opinión sobre Santander
5.0,"Sin duda el peor banco, casi 5 meses para el reparto de una herencia, mientras tanto cobrando 12 € de comisión, casualmente el reparto se hace 1 día después de cobrar la última comisión, no contentos con eso cobran 68 € por las transferencias, nos hacen devolver los intereses enteros de un trimestre de un seguro de vida, cuando deberían ser 17 días, pues pagaron esos días después del fallecimiento, aunque el seguro de vida nos lo pagaron 6 meses después, claro sin pagar ningún tipo de interés,",Opinión sobre Préstamo Matrícula Universidades Santander
1.0,"Pésima atención en la ventanilla, cobran comisiones hasta por ingresar un cheque.",Opinión sobre Santander
1.0,Pésima atención en el mostrador solo una persona cuando hay 80 personas esperando fuera solo atienden martes y jueves de 8 a 10 para cobrar unos puñeteros cheques en Santander,Opinión sobre Santander
1.0,Pésima atención cuando hay una cola interminable no te pagan los cheques de Santander tienes que ir solo martes y jueves decimos pésima atención,Opinión sobre Santander
1.0,"¿Alguien lo ha pedido? Estaría interesado, pero me gustaría tener alguna referencia u opinión de otros usuarios. Gracias.",Opinión sobre Santander
5.0,"Una pésima atención, ineficaces y nada resolutivos. La sucursal de **** son peores que unos malos funcionarios, no me extraña que la banca acabe siendo on Line y cierren oficinas, con esos empleados los clientes solo irán una vez y darán las peores referencias",Opinión sobre Santander
1.0,"No os imagináis lo que es este banco que abusa desde su condición de poder hacia su clientela. No tienen verguenza ni ética profesional, tienen planificadas sus oficinas para que en el momento que entres te sientas insignificante, a los empleados aleccionados para solventar reclamaciones dadas sus políticas y condiciones abusivas. No trabajéis con este banco os acribillan a comisiones, como se pudo quedar este banco con el Hispano Americano, B. central, Banesto y Popular por 4 duros, raro raro.",Opinión sobre Santander
1.0,"un 2,6 de media es ser muuuuuuy generoso",Opinión sobre Santander
1.0,"Banco Santader - oficina Benavente (Zamora). Una vergüenza de banco y de atención al cliente. En tiempos de crisis, donde hablan de pensar en las personas en esta situación tan complicada, después de 20 años como cliente me cobran 12 euros mensuales, que para mi son una barbaridad, y me invitan a irme si no estoy de acuerdo... Me parece muy mal trato al cliente y muy pocas ganas de fidelizar.",Opinión sobre Santander
1.0,"Contento con la oficina de Playa Inglés de San Fernando, el empleado de caja muy eficaz y atractivo, que pena que este cerrada temporalmente",Opinión sobre Santander
4.0,"las subastas del Monte de Piedad de Madrid , gestionado por el Santander dan mucho que pensar en cuanto a fiabilidad . Alguien ha tenido alguna experiencia con ellos ?",Opinión sobre Santander
1.0,"Una vergüenza el trato que estoy recibiendo después de años como cliente, no me marcho por temor a que me suban las condiciones de la Hipoteca, pésimo servicio y trato al cliente, resguardándose en las circunstancias de un estado de alarma, trato prepotente en especial por parte del director de la sucursal. Han aprovechado el estado de confinamiento y de oficinas cerradas, que nos impedían acudir a reclamar para comenzar a cargar en cuenta gastos por domiciliación de recibos abusivos a 0,65€",Opinión sobre Santander
1.0,"El peor Banco de España, te cobran por todo, te cambian las condiciones cuando les da la gana y te cobran comisiones que no deberían cobrar por tener tu nomina y tres recibos, un cliente menos que tendran.",Opinión sobre Santander
1.0,"Desde dentro, sin valoración positiva alguna. El cliente no se valora, es solo el objetivo para colocarle productos y sacar beneficio. Los empleados presionados para la consecución de díchos objetivos. Utilizan la AECC y la famosa carrera por las principales ciudades para construir una propia imagen irreal de solidaridad cuando la realidad es q el apoyo a los empleados que sufren de dicha enfermedad o sus familiares prefieren excluirlos de la plantilla dado las consecuencias que ellos consideran",Opinión sobre Santander
1.0,Muy buen atendimiento,Opinión sobre Oficina 1748 en Alcalá de Henares
1.0,imposible comunicar con alguien en un telefono de tarifa normal,Opinión sobre Préstamo Smart Santander
5.0,"Con el estado de alarma cerraron el 14 de marzo la oficina de camino el pilon en Miralbueno Zaragoza y hoy a 22 de junio aun no han abierto una verguenzaTrabajo en un comercio q hace el ingreso en esa oficina y nos han dejado vendidos sin cambios .Hemos tenido q coger cambios en los otros dos bancos q hay en el barrio q si q han dado srrvicio a sus clientes.Una verguenza ,no nos admitia muchas veces los billetes el cajero y teniamos q ir a otro banco a q nos cambiaran los billetes .",Opinión sobre Santander
1.0,"Llevo muchos años con Santander, antes era muy buen banco, ahora es pésimo, el personal es impresentable, directores de oficina prepotentes. Lo peor es que durante la pandemia, con las oficinas cerradas han aprovechado para devolver recibos generando gastos y cobrar comisiones de descubierto totalmente abusivas abusivas, a dia de hoy no hay manera de cerrar una cuenta, siempre les debes algo !! Atención al cliente no hace ni caso. ****, mejor cambiar de banco.",Opinión sobre Santander
1.0,He ido varias veces para que me facilitasen condiciones de un prestamo hipotecrio que tendría preconcedido pero no me las envian. No se si volver a pasarme por la oficina debido a la falta de éxito y temiendo que vuelva a no servir para nada.,Opinión sobre Santander
1.0,Santander esUn banco bastante atrasado en lo digitalNo funcionan bienNo atienden al cliente,Opinión sobre Santander
4.0,"la satifaccion es muy positiva y la atención.Solo resaltar que en Santander el uso de Mascarilla no es obligatoria,lo cual me llama muchísimo la atención,cuando casi desde el principio debería ser obligatoria.Un cordial saludo",Opinión sobre Santander
1.0,"Pongo una estrella, porque no te deja poner menos. Llevo 3 años reclamando que no me aplican la bonificación de mi hipotecario, y al menos durante los 2 primeros, eso sí meses después, me la devuelven. Pero el último año, ni eso. Ni siquiera después de haberme dado la razón desde el servicio de atención al cliente. No te cogen el teléfono, no te contestan emails. UN ****.....ESTOY HARTO, Y ATADO POR MI HIPOTECA, EL PEOR BANCO QUE HAYA CONOCIDO NUNCA",Opinión sobre Santander
1.0,"Fuenlabrada, 200.000 habitantes, 1 oficina del Santander abierta con 2,5 horas al día de atención en caja. Esto es cuidar al cliente!!Como entiendo que les sobran clientes, desde hoy tienen uno menos.",Opinión sobre Santander
3.0,"Primero nos ""empujan"" a hacer todos los trámites por internet y cuando en internet no nos los facilitan (ejemplo: movimientos de cuenta anteriores a un año) pues nos pretenden cobrar por facilitarnoslos en una oficina. Tremendo y bochornoso.",Opinión sobre Préstamo Ganador Santander
1.0,"Tengo un negocio y me encuentro que tengo que cerrarlo para ir al banco que está  lejos, cuando tengo uno al lado que está cerrado, cuando estamos en nivel 3 de la pandemia, teniendo que hacerme cliente de la Caixa para poder ingresar dinero, ya que en el Santander sólo  me permite sacar, no ingresar, es un desastre. No tienen la culpa los empleados, pero si la cúpula ya que por ahorrar dinero le importa  un pimiento los clientes, ya no confío en él , es un desastre.",Opinión sobre Santander
1.0,El peor banco del mundo,Opinión sobre Cuenta 1|2|3
4.0,"****de banco! Más de 3 meses y medio y no me enviaban la nueva tarjeta, siempre verifica an mi dirección, actualizaron varias veces mi documento de identidad y luego va y resulta que no me pueden enviar la tarjeta porque la dirección era incorrecta y encima mi documento de identidad estaba caducado hace más de un año!!! Entonces que hacen cuando uno va a sus oficinas? son unos ineptos todos, ya cancelé mi cuenta porque no quería saber más de ellos!",Opinión sobre Préstamo Coche Ecológico
4.0,me gusta el credito y me lo han dado pero me molesta tener que pagar una comision cuando hay otras ofertas sin comisiones,Opinión sobre Tarjeta de crédito Zero
1.0,"No contratéis nada con el Santander. Es un banco que no piensa para nada en la gente. Llevo esperando un préstamo COVID desde antes de que el gobierno aprobara la primera remesa de 20.000 millones. Ahora me dicen que tengo que esperar a ver si a algún otro banco le sobra algo y ya veremos. Vergonzoso. Y eso que es un importe ridículo para ellos. Mi negocio va a cerrar porque llevo 3 meses esperando esta ""ayuda"". Y encima no puedes hacer nada. Mucho anuncio bonito pero nada más. ¡Huid!",Opinión sobre Santander
1.0,"Cada vez peor, se anuncian en estos momentos como ""te ayudamos"". Resultado comisiones por incumplir condiciones, sin evaluar la situación actual, en mi caso por no hacer un simple movimiento de tarjeta de crédito en 3 tres meses 12 € me cobraron, teniendo contratado varios productos contrados con ellos, lamentables.",Opinión sobre Santander
5.0,contento,Opinión sobre Préstamo Ganador Santander
1.0,"la tengo como tarjeta principal y como gasto mas de 600 euros pues no me cobran comisiones y la verdad que estoy contenta por ahora, la abri facil por aqui y hasta el momento todo va bien",Opinión sobre Santander
1.0,Muy mal trato,Opinión sobre Santander
1.0,Mi opinion sobre ellos no puede ser mas negativa. Creo que es el que mas abusa de sus propios clientes. Nos llevaron a inversiones ruinosas sin tener en cuenta nuestro perfil de inversor sin riesgos. LLevamos mas de tres años reclamando el abono de dos seguros. Es algo increible. No sere cliente de ninguna empresa que suene afin a este banco.,Opinión sobre Santander
1.0,yo ya era cliente del santander cuando pedi este prestamo y me dieron un interes mas bajo no se si x las vinculaciones o porq ya era cliente,Opinión sobre Santander
1.0,"Yo procedo del antiguo Banesto, que por cierto se ventilaron 3000€ de acciones que tenía y he me he encontrado ""un gran"" banco que tiene muchas carencias: portal web que a veces no se abre (¿?), cargo en Visa aun teniendo nómina e hipoteca, reclamaciones presenciales y por escrito sin ningún tipo de respuesta, desatención presencial en oficina.....esto es lo que nos queda de la globalización y cierre de cajas con la unificación.",Opinión sobre Santander
1.0,De los peores servicios para las personas mayores. Marco una estrella porque no me queda más remedio.,Opinión sobre Cuenta 1|2|3
1.0,"Este julio 2019, lleve a mi madre de 80 años que vive en Chile a pasar unos días de vacaciones en Mexico. Al segundo día de llegadas, le robaron cartera con dinero y tarjetas. Apenas nos dimos cuenta dimos aviso a su banco Santander en Chile, Hablamos por teléfono y ella se contacto con el banco también al volver, hizo denuncias policiales etc. Un mes más tarde Santander le dice que hicieron un cargo por más de 3 mil dólares y hoy junio 2020 lo están cobrando a ella y con intereses!!! ****!!",Opinión sobre Santander
2.0,"Yo empiezo hoy los trámites para cambiarme de banco! Muy decepcionado, después de 14 años en Santander con ingresos netos de nóminas en media de 3600€ y siempre con una media de 25000€ en cuenta, voy a pedir una hipoteca de 150.000€ y resulta que solo me financia el 75% y eso es por mi solvencia, de otra manera solo el 70% me comenta la gestora. Enfim ya sabia de la mala fama que tenían pero nunca pensé que fuera con los clientes solventes y cumplidores.  En queda libre va este banco!",Opinión sobre Santander
1.0,"Fatal, un desastre, todos los calificativos malos se los lleva este banco. De vergüenza el trato, tenía un plan de pensiones y después de un mes mareando me hacen el ingreso y me han quitado (****) más de 4000 euros.",Opinión sobre Santander
1.0,"Cada vez peor atencion, debe ser algo que se ha convertido en una rutina con este banco,al comentarlo con la gente te sorprende que practicamente la totalidad de quienes trabajan con ellos opina lo mismo.",Opinión sobre Santander
1.0,"Fatal, tengo unas cuentas desde hace 20 años, durante la pandemia Covid19, han empezado a hacer movimientos raros en la cuenta, han devuelto recibos  que me han generado gastos, no ha habido manera de contactar con la oficina. Pasado ésto, he tenido que pagar una cantidad desproporcionada de intereses de descubierto, intento cerrar la cuenta y siguen apareciendo gastos. NO hay manera de contactar por escrito a las oficinas centrales !! El director de la oficina es un CHULO. Lo peor que he visto",Opinión sobre Santander
1.0,"Tengo una cuenta clasica con el bsnco de santander y me estan cobrando (por comision de administración) desde hace tres trinestres 0,60€,,, por cada movimiento que hago en cuenta,,, tarjeta débito,,, recibos domiciliados,,   etcDespues de un monton de años,,me encuentro con esta sorpresa,,,, este ultimo trimestre 112,00€ + 29,00€ por comision de mantenimiento ,,,, he realizado una reclamación a la oficina de reclamacion de mi comunidad",Opinión sobre Cuenta 1|2|3
1.0,Cuenta online no aconseja a nadie que lo pide si no quiere esperar un mes hasta que sea operativa,Opinión sobre Cuenta 1|2|3
1.0,Fatal. el peor banco que e tenido,Opinión sobre Santander
1.0,"Llevo 22 años en Santander y siempre bien, pero el otro día el cajero no me dio efectivo y me lo descontó de mi cuenta, 1000 euros, fallo del cajero. Llevo 15 días de reclamaciones y de momento mi dinero no aparece, voy a quitar la cuenta y a denunciar en CONSUMO,",Opinión sobre Cuenta Zero
1.0,"hay que tener mucho cuidado con el santander , a la mas minima te cobran comisiones de todo aunque no lo ponga en el contrato.",Opinión sobre Tarjeta de débito Smart Premium de Santander
2.0,"Comisiones abusivas. Empleados que aplaudiré cuando los echen por **** no te ayudan en nada, parece que ellos también cobren por ****",Opinión sobre Hipoteca Santander
1.0,"Las personas más desagradables que puede tener una sucursal,te hechan.",Opinión sobre Cuenta 1|2|3
1.0,"De verdad,es el peor banco que más**** del país,te cobra comisiones por todo...le pongo un zero como sus cuentas,no da la talla,casi que te obligan a tener tarjeta para cobrarte más si cabe aún,y sin tarjeta tb cobran 9€,les da igual todo,en mi opinión me voy a dar de baja,y a mi pareja tb lo engañaron cómo a un ****,la puso conmigo y de repente a cobrar comisiones,a él 8€,pero le han subido y le juraron que no lo harían,eso los convierte en una cosa,le vamos a dar baja para ir a otro Banco.",Opinión sobre Santander
1.0,Np existe.,Opinión sobre Santander
